netload,gen_capacity_veh,regup_capacity_veh,regdown_capacity_veh
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,41.6182206198005
0.0,0.0,0.0,0.0
824.1590299324547,0.0,0.0,131.775
826.3844467989309,0.0,0.0,0.0
335.25140681137947,0.0,0.0,122.855
1051.1093393915683,0.0,0.0,120.505
871.160475126941,0.0,0.0,116.585
1552.3776475945574,0.0,0.0,115.26
1102.5880287892198,0.0,0.0,114.215
1716.6856696975594,0.0,0.0,115.235
1125.0349489286752,0.0,0.0,116.46000000000002
2751.609742386421,0.0,0.0,123.11000000000001
202.28068872957942,0.0,0.0,131.175
74.69208780551936,0.0,0.0,138.035
532.5654173800003,0.0,0.0,136.585
0.0,0.0,0.0,130.33
746.1189543221001,0.0,0.0,121.285
751.8757900065783,0.0,0.0,113.99500000000003
991.8877024376924,0.0,0.0,109.24000000000002
