DemandCost,GenerationRevenue,RegUpRev,RegDownRev,RevenueTotal
[177039.55879175145],[79721.76008820746],[0.0],[10569.311406372086],[-86748.4872971719]
[395856.21693381993],[411486.8867874884],[0.0],[11293.429039030612],[26924.098892699112]
[255709.22935455],[135292.30663631417],[0.0],[11482.996039030615],[-108933.92667920524]
[227958.86372443932],[110411.77501927137],[0.0],[11678.066054544604],[-105869.02265062334]
[359626.7203247466],[281741.35081567254],[0.0],[11304.224054544604],[-66581.1454545295]
[572370.5590241426],[360254.6267806019],[0.0],[11241.458406372087],[-200874.47383716854]
[181021.86324991338],[87513.94516673783],[0.0],[10778.824039030615],[-82729.09404414493]
[170122.8493452854],[85293.50384570974],[0.0],[10340.537406372086],[-74488.80809320357]
[319844.5194260923],[284566.34223382],[0.0],[10603.971000000001],[-24674.20619227225]
[241300.15870861543],[151513.68489184332],[0.0],[11473.441039030615],[-78313.0327777415]
[239801.87570254895],[131687.43596945572],[0.0],[11595.778460916688],[-96518.66127217654]
[171935.2979372945],[76623.33850647087],[0.0],[11320.898054544605],[-83991.06137627902]
[179440.99772526062],[87226.5668903195],[0.0],[11254.887],[-80959.54383494111]
