netload,gen_capacity_veh,regup_capacity_veh,regdown_capacity_veh
128.82515653316676,0.0,0.0,36.33525
194.78275737652683,0.0,0.0,35.40775000000001
100.53057867692478,0.0,0.0,34.87575
58.307831753088685,0.0,0.0,35.13825
133.86725336156513,0.0,0.0,36.76925
109.49691969246395,0.0,0.0,39.7565
233.99937617741864,0.0,0.0,0.0
146.86111423391597,0.0,0.0,44.8875
306.66642746978886,0.0,0.0,0.0
398.88683623440943,0.0,0.0,43.258250000000004
434.75783312183097,0.0,0.0,42.51275000000001
373.35905965931465,0.0,0.0,42.3675
605.0111362671221,0.0,0.0,42.86275
689.9587432848327,0.0,0.0,43.43850000000002
661.6099406794218,0.0,0.0,43.89175
896.7058495774968,0.0,0.0,45.766000000000005
7.52109267472391,0.0,0.0,48.27937658588439
0.0,5303.986282538452,0.0,50.72725
0.0,256.1080000000149,0.0,50.571500000000015
15.479999999999997,211.1300000000104,0.0,49.42
3.01,162.19600000000685,0.0,47.88175000000001
1026.4736712966062,149.33900000000216,0.0,45.53324999999999
1115.8249365945442,113.99300000001114,0.0,42.175105
1123.9850723516709,165.72200000001317,0.0,39.263104999999996
