DemandCost,GenerationRevenue,RegUpRev,RegDownRev,RevenueTotal
[322150.0983917392],[0.0],[0.0],[24224.982189647657],[-297925.1162020915]
[375951.00621629565],[0.0],[0.0],[24338.162056650224],[-351612.84415964544]
[417140.87906728254],[286369.7690178029],[0.0],[23735.12205665022],[-107035.98799282941]
[285255.41101334326],[171457.81622897414],[0.0],[21416.68],[-92380.91478436912]
[425326.8402280838],[364296.22433298687],[0.0],[23376.72],[-37653.89589509694]
[436590.0172601226],[329436.31592117815],[0.0],[22479.622189647664],[-84674.07914929674]
[428385.18636982294],[0.0],[0.0],[21016.282056650216],[-407368.90431317274]
[301219.43956864014],[0.0],[0.0],[22772.504246297867],[-278446.93532234227]
[0.0],[6254753.164509732],[0.0],[23879.120000000003],[6278632.284509732]
[6088.631949665278],[6387534.226139202],[0.0],[25272.962056650213],[6406718.556246187]
[451125.30076351325],[282638.85690447455],[0.0],[26489.90218964766],[-141996.54166939104]
[551676.0379631195],[305446.552259826],[0.0],[27115.440000000002],[-219114.04570329346]
[456431.3734675546],[306293.79153547896],[0.0],[25792.32],[-124345.2619320756]
[449143.73506677774],[411736.6871829589],[0.0],[24821.184246297868],[-12585.86363752099]
[4350.5259835318575],[6483824.811641928],[0.0],[27568.704246297864],[6507042.989904693]
[4646.8537914015305],[6200285.951099707],[0.0],[27113.504246297867],[6222752.601554603]
[485055.36969277816],[431245.9273303867],[0.0],[26555.962056650216],[-27253.48030574125]
[446895.94723139226],[385161.5049361648],[0.0],[26247.762056650216],[-35486.68023857719]
[437342.822871051],[255301.2958508238],[0.0],[25127.402056650215],[-156914.12496357696]
[441678.0834363745],[253785.5849035829],[0.0],[23372.14218964766],[-164520.3563431439]
[494811.58813925745],[379638.45346917305],[0.0],[24105.96],[-91067.17467008438]
