DemandCost,GenerationRevenue,RegUpRev,RegDownRev,RevenueTotal
[1221.4674392421355],[5159239.6187614],[0.0],[1890076.1536197441],[7048094.304941902]
[346.6524424964597],[5136838.535336858],[2.688713529748718],[1805200.807184531],[6941695.378792422]
[0.0],[0.0],[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0],[0.0],[0.0]
[0.0],[5141313.72091826],[0.0],[1934076.0346747788],[7075389.755593038]
[0.0],[0.0],[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0],[0.0],[0.0]
[581.702244294346],[5955634.054005366],[0.0],[2014203.9110624152],[7969256.262823487]
[0.0],[0.0],[0.0],[0.0],[0.0]
[0.0],[5631922.099116916],[0.0],[1973772.671709351],[7605694.770826267]
[0.0],[5787392.553938875],[0.0],[2029404.9094212772],[7816797.463360152]
[0.0],[5265303.390751174],[2.688713529748718],[1889805.3760124182],[7155111.455477122]
[0.0],[0.0],[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0],[0.0],[0.0]
[0.0],[5259573.841368529],[0.0],[1928970.7022871412],[7188544.54365567]
[0.0],[5202176.275507666],[0.0],[1854701.2571148416],[7056877.532622508]
[0.0],[0.0],[0.0],[0.0],[0.0]
[78.13747936873457],[5140146.878717121],[0.0],[1755871.749320044],[6895940.490557796]
[0.0],[0.0],[0.0],[0.0],[0.0]
[0.0],[5010668.922985803],[0.0],[1787931.4972492298],[6798600.420235033]
[643.7170022596332],[4855844.322555134],[0.0],[1842785.1675528227],[6697985.773105698]
[0.0],[5308408.627927625],[0.0],[1857265.018434842],[7165673.646362467]
[812.5111841389428],[5219516.393817207],[0.0],[1803685.9454006138],[7022389.828033682]
[592.003341177344],[5337593.41488009],[0.0],[1954158.943027802],[7291160.354566715]
[65.77684573424132],[4820073.059113263],[0.0],[1825824.490308938],[6645831.772576466]
[981.5401419411942],[5243566.881108053],[0.0],[1831753.4271337283],[7074338.76809984]
[0.0],[0.0],[0.0],[0.0],[0.0]
[947.6910671249996],[5759203.69747537],[0.0],[1999005.7998827316],[7757261.806290977]
