DemandCost,GenerationRevenue,RegUpRev,RegDownRev,RevenueTotal
[1221.4674392421355],[5159239.6187614],[0.0],[1890076.1536197441],[7048094.304941902]
[346.6524424964597],[5136838.535336858],[2.688713529748718],[1805200.807184531],[6941695.378792422]
[0.0],[0.0],[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0],[0.0],[0.0]
[0.0],[5141313.72091826],[0.0],[1934076.0346747788],[7075389.755593038]
[0.0],[0.0],[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0],[0.0],[0.0]
[581.702244294346],[5955634.054005366],[0.0],[2014203.9110624152],[7969256.262823487]
[0.0],[0.0],[0.0],[0.0],[0.0]
[0.0],[5631922.099116916],[0.0],[1973772.671709351],[7605694.770826267]
[0.0],[5787392.553938875],[0.0],[2029404.9094212772],[7816797.463360152]
