DemandCost,GenerationRevenue,RegUpRev,RegDownRev,RevenueTotal
[329.806645447628],[5369789.0827464275],[2.240594608123932],[1641343.9683405214],[7010805.48503611]
[0.0],[0.0],[0.0],[0.0],[0.0]
[0.0],[5405260.081842398],[0.0],[1628162.0136904868],[7033422.095532885]
[0.0],[0.0],[0.0],[0.0],[0.0]
[900.6454838628158],[5379067.906184445],[0.0],[1582516.3289994528],[6960683.589700036]
[0.0],[5315462.450178997],[0.0],[1644350.3669687258],[6959812.8171477225]
[0.0],[0.0],[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0],[0.0],[0.0]
[0.0],[5631919.768912043],[0.0],[1644810.5597577924],[7276730.328669836]
[0.0],[0.0],[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0],[0.0],[0.0]
[188.1496842256596],[6032357.950443515],[0.0],[1682509.7359188497],[7714679.536678139]
[0.0],[5383301.453123275],[0.0],[1623695.2534713687],[7006996.706594644]
[0.0],[5294566.071520874],[2.240594608123932],[1586287.5262486613],[6880855.838364143]
