DemandCost,GenerationRevenue,RegUpRev,RegDownRev,RevenueTotal
[150666.9291736845],[124635.87255140397],[0.0],[10809.782406372091],[-15221.27421590843]
[146370.68469678084],[80148.26835356808],[0.0],[11000.745],[-55221.67134321276]
[159551.8602256551],[127706.85706322495],[0.0],[11086.369039030613],[-20758.634123399563]
[146375.75195218832],[91176.38493840751],[0.0],[10210.145054544604],[-44989.22195923621]
[138626.9667451292],[77690.02268523416],[0.0],[9447.299054544605],[-51489.64500535044]
[149222.11787781055],[68491.82924595638],[0.0],[10853.743460916688],[-69876.54517093749]
[139267.3097019815],[103608.70066388483],[0.0],[11009.355000000001],[-24649.254038096668]
[143322.9277585399],[67928.65204796568],[0.0],[11265.020406372088],[-64129.25530420215]
[158742.11001131797],[77399.84089957959],[0.0],[11298.176054544603],[-70044.09305719378]
[143956.0872075784],[67558.1141100112],[0.0],[10984.68],[-65413.29309756722]
[150921.56269534273],[78665.26485326578],[0.0],[10153.393460916694],[-62102.90438116026]
[155977.52526590947],[88439.83003709943],[0.0],[9586.130054544605],[-57951.565174265445]
[158462.62527170544],[75536.60856457587],[0.0],[11181.752054544602],[-71744.26465258497]
[133691.8753318196],[77459.61626454542],[0.0],[11274.701406372087],[-44957.55766090211]
[153821.33641219957],[73637.80440117109],[0.0],[11235.914406372089],[-68947.61760465639]
[148894.15737306268],[109937.47347122844],[0.0],[10716.3184454027],[-28240.36545643155]
[152557.9462913989],[65154.22597243094],[0.0],[10406.865000000002],[-76996.85531896795]
[154621.90385647863],[75694.45612132395],[0.0],[9991.660039030616],[-68935.78769612407]
[153089.32824803548],[76277.22634360279],[0.0],[9514.498039030615],[-67297.60386540208]
[135510.55684680847],[103793.03144367338],[0.0],[10246.268406372088],[-21471.256996762997]
[152865.65522541353],[100965.0759788591],[0.0],[10462.166054544603],[-41438.41319200983]
[140585.44876697048],[65760.07290038373],[0.0],[10414.719000000001],[-64410.65686658675]
[161170.82629441336],[113275.53629884322],[0.0],[10717.851445402699],[-37177.43855016744]
[154827.26481350372],[78169.35184022493],[0.0],[10326.30746091669],[-66331.60551236209]
[135061.12641836022],[60800.7445391697],[0.0],[9429.872406372087],[-64830.509472818434]
[145351.87165374056],[99199.78135566042],[0.0],[9133.369039030613],[-37018.72125904952]
[160706.56060948665],[29633.917922502435],[0.0],[8712.023779030613],[-122360.61890795361]
