Generator,Day,Hour,gen_capacity_veh,regup_capacity_veh,regdown_capacity_veh
vehicle,1,1,0.0,0.0,100.655
vehicle,1,2,0.0,0.0,98.23
vehicle,1,3,9.792363,0.0,97.16
vehicle,1,4,4.196727000003409,0.0,97.91499999999996
vehicle,1,5,0.0,0.0,101.30500000000002
vehicle,1,6,9.792363,0.0,106.36
vehicle,1,7,0.0,0.0,0.0
vehicle,1,8,9.792363,0.0,110.73500000000001
vehicle,1,9,19.584726,0.0,0.0
vehicle,1,10,47.70279690000254,0.0,105.535
vehicle,1,11,19.584726,0.0,103.405
vehicle,1,12,31.615343400002047,0.0,102.34
vehicle,1,13,67.28752290000278,0.0,103.245
vehicle,1,14,51.89952390000215,0.0,106.30500000000002
vehicle,1,15,65.74872300000013,0.0,110.385
vehicle,1,16,9.792363,0.0,115.405
vehicle,1,17,0.0,0.0,121.63271530127673
vehicle,1,18,674.853428151098,0.0,126.47999999999996
vehicle,1,19,586.8893212070425,0.0,0.0
vehicle,1,20,494.9141865194157,0.0,121.70000000000002
vehicle,1,21,564.4340617636597,0.0,117.33500000000005
vehicle,1,22,479.1732072460393,0.0,111.07
vehicle,1,23,290.0637811500027,0.0,105.14877089
vehicle,1,24,549.587660477098,0.0,100.14377089000001
