DemandCost,GenerationRevenue,RegUpRev,RegDownRev,RevenueTotal
[0.0],[6587716.934301641],[0.0],[1961303.965489158],[8549020.8997908]
[0.0],[6600951.962568665],[0.0],[1961465.5392320268],[8562417.501800692]
[0.0],[6593564.498918443],[0.0],[1952282.861488094],[8545847.360406537]
[0.0],[6660018.767735144],[0.0],[1969305.0632081886],[8629323.830943333]
[0.0],[6528103.573725866],[0.0],[1953315.3471023971],[8481418.920828264]
[0.0],[6746917.160579216],[0.0],[1960176.0843201792],[8707093.244899396]
[0.0],[6529960.598925095],[0.0],[1947004.9725863454],[8476965.57151144]
[0.0],[6789165.5381611455],[0.0],[1967660.8582963408],[8756826.396457486]
[0.0],[6371775.750125278],[0.0],[1954994.2857090682],[8326770.035834346]
[0.0],[6512590.82484051],[0.0],[1969209.12256536],[8481799.947405871]
[0.0],[6577487.632058428],[0.0],[1970079.8725653598],[8547567.504623787]
[0.0],[6430262.450690533],[0.0],[1962077.8036177238],[8392340.254308257]
[0.0],[6453061.442009088],[0.0],[1959660.0843201792],[8412721.526329268]
[0.0],[6689019.913878908],[0.0],[1953056.861488094],[8642076.775367003]
[0.0],[6585073.753249472],[0.0],[1969305.9320392094],[8554379.68528868]
[0.0],[6104428.004941948],[0.0],[1888855.932303383],[7993283.937245331]
[0.0],[6469349.948949648],[0.0],[1960530.3487058762],[8429880.297655525]
[0.0],[6641398.987359403],[0.0],[1947561.5619774815],[8588960.549336884]
[0.0],[6541155.158968007],[0.0],[1946530.0475917843],[8487685.206559792]
[0.0],[6749256.674970027],[0.0],[1967144.7988224917],[8716401.47379252]
[0.0],[5812770.066929394],[0.0],[1676072.3374930099],[7488842.404422404]
[0.0],[6690790.614454552],[0.0],[1959658.7298748554],[8650449.344329407]
[0.0],[6439806.823625136],[0.0],[1960788.348705876],[8400595.172331013]
