DemandCost,GenerationRevenue,RegUpRev,RegDownRev,RevenueTotal
444903.11960910424,160537.05760782212,0.0,20592.782189647656,-263773.27981163445
513022.7564370452,294941.7610355,0.0,21358.162056650213,-196722.83334489499
508951.73295728804,0.0,0.0,21450.04,-487501.69295728806
0.0,0.0,0.0,0.0,0.0
477326.29262359283,260584.44981023093,0.0,19879.440000000002,-196862.4028133619
892839.2620471825,1021249.4711190631,0.0,19962.4,148372.60907188058
0.0,0.0,0.0,0.0,0.0
833918.7660655391,0.0,0.0,22633.302189647653,-811285.4638758914
480498.86315158533,0.0,0.0,21027.52,-459471.3431515853
0.0,0.0,0.0,0.0,0.0
585449.2401697047,110438.28101877439,0.0,20148.480000000003,-454862.4791509303
506445.88952465274,234699.5321574625,0.0,19682.120000000006,-252064.23736719025
453261.90570017206,0.0,0.0,16854.800000000003,-436407.1057001721
499487.99619475135,188910.54769394398,0.0,20743.800000000003,-289833.64850080735
965503.8371928567,1026391.8210548313,0.0,21564.642056650217,82452.6259186248
