DemandCost,GenerationRevenue,RegUpRev,RegDownRev,RevenueTotal
[598288.1008568404],[203213.12608591293],[0.0],[6814.647766376685],[-388260.3270045508]
[557380.9410605631],[324396.1119914423],[0.0],[7472.752000000006],[-225512.07706912083]
[791705.275161407],[425388.86767772195],[0.0],[7510.11871982758],[-358806.28876385745]
[535197.6137032148],[282654.99869768403],[0.0],[7390.502],[-245152.1130055308]
[504187.059131257],[280224.5406020505],[0.0],[6957.804000000006],[-217004.7145292065]
[573659.7652529062],[395959.41246430133],[0.0],[6986.861766376685],[-170713.4910222282]
[1041070.7665692335],[947466.1949811147],[0.0],[7989.576719827577],[-85614.99486829119]
[544728.5638496178],[282345.01449261064],[0.0],[7924.26048620426],[-254459.28887080296]
[547195.8651143181],[266019.47857636836],[0.0],[7359.632000000006],[-273816.75453794975]
[578525.6091775164],[299663.96989850793],[0.0],[7329.5467198275755],[-271532.0925591809]
[859195.5790521029],[684484.2280630295],[0.0],[7442.869766376685],[-167268.48122269672]
[552353.9855699486],[322350.3192939596],[0.0],[6888.742000000001],[-223114.92427598895]
[569639.1854066107],[312596.7783092375],[0.0],[6582.912],[-250459.4950973732]
[614021.6624522794],[390762.73444641585],[0.0],[7262.956486204253],[-215995.97151965927]
[607658.190067221],[397514.79860202444],[0.0],[7547.646486204254],[-202595.74497899227]
[1399627.1520536654],[693736.5369925756],[0.0],[7772.388486204254],[-698118.2265748855]
[523087.25075450796],[264700.76133811485],[0.0],[7459.830719827581],[-250926.65869656554]
[524065.3552516074],[268123.73060931754],[0.0],[7295.792719827576],[-248645.83192246233]
[487531.25372891617],[236958.78449395104],[0.0],[6789.132000000001],[-243783.33723496512]
[612790.950491955],[291854.7270475527],[0.0],[6684.01376637668],[-314252.2096780257]
