"","OPR_DT","OPR_HR","OPR_INTERVAL","INTERVALSTARTTIME_GMT","INTERVALENDTIME_GMT","TRADING_HUB","RENEWABLE_TYPE","LABEL","XML_DATA_ITEM","MARKET_RUN_ID_POS","RENEW_POS","MW","MARKET_RUN_ID","GROUP"
"1","2019-03-13",2,0,"2019-03-13T08:00:00-00:00","2019-03-13T09:00:00-00:00","NP15","Solar","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,2,0,"DAM",1
"2","2019-03-13",3,0,"2019-03-13T09:00:00-00:00","2019-03-13T10:00:00-00:00","NP15","Solar","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,2,0,"DAM",1
"3","2019-03-13",4,0,"2019-03-13T10:00:00-00:00","2019-03-13T11:00:00-00:00","NP15","Solar","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,2,0,"DAM",1
"4","2019-03-13",5,0,"2019-03-13T11:00:00-00:00","2019-03-13T12:00:00-00:00","NP15","Solar","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,2,0,"DAM",1
"5","2019-03-13",6,0,"2019-03-13T12:00:00-00:00","2019-03-13T13:00:00-00:00","NP15","Solar","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,2,0,"DAM",1
"6","2019-03-13",7,0,"2019-03-13T13:00:00-00:00","2019-03-13T14:00:00-00:00","NP15","Solar","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,2,0,"DAM",1
"7","2019-03-13",8,0,"2019-03-13T14:00:00-00:00","2019-03-13T15:00:00-00:00","NP15","Solar","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,2,143.88,"DAM",1
"8","2019-03-13",9,0,"2019-03-13T15:00:00-00:00","2019-03-13T16:00:00-00:00","NP15","Solar","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,2,696.14,"DAM",1
"9","2019-03-13",10,0,"2019-03-13T16:00:00-00:00","2019-03-13T17:00:00-00:00","NP15","Solar","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,2,1199.23,"DAM",1
"10","2019-03-13",11,0,"2019-03-13T17:00:00-00:00","2019-03-13T18:00:00-00:00","NP15","Solar","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,2,1346.77,"DAM",1
