"","OPR_DT","OPR_HR","OPR_INTERVAL","INTERVALSTARTTIME_GMT","INTERVALENDTIME_GMT","TRADING_HUB","RENEWABLE_TYPE","LABEL","XML_DATA_ITEM","MARKET_RUN_ID_POS","RENEW_POS","MW","MARKET_RUN_ID","GROUP"
"1","2019-06-11",2,0,"2019-06-11T08:00:00-00:00","2019-06-11T09:00:00-00:00","NP15","Solar","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,2,0,"DAM",1
"2","2019-06-11",3,0,"2019-06-11T09:00:00-00:00","2019-06-11T10:00:00-00:00","NP15","Solar","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,2,0,"DAM",1
"3","2019-06-11",4,0,"2019-06-11T10:00:00-00:00","2019-06-11T11:00:00-00:00","NP15","Solar","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,2,0,"DAM",1
"4","2019-06-11",5,0,"2019-06-11T11:00:00-00:00","2019-06-11T12:00:00-00:00","NP15","Solar","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,2,0,"DAM",1
"5","2019-06-11",6,0,"2019-06-11T12:00:00-00:00","2019-06-11T13:00:00-00:00","NP15","Solar","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,2,0.64,"DAM",1
"6","2019-06-11",7,0,"2019-06-11T13:00:00-00:00","2019-06-11T14:00:00-00:00","NP15","Solar","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,2,277.54,"DAM",1
"7","2019-06-11",8,0,"2019-06-11T14:00:00-00:00","2019-06-11T15:00:00-00:00","NP15","Solar","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,2,887.09,"DAM",1
"8","2019-06-11",9,0,"2019-06-11T15:00:00-00:00","2019-06-11T16:00:00-00:00","NP15","Solar","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,2,1277.72,"DAM",1
"9","2019-06-11",10,0,"2019-06-11T16:00:00-00:00","2019-06-11T17:00:00-00:00","NP15","Solar","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,2,1389.14,"DAM",1
"10","2019-06-11",11,0,"2019-06-11T17:00:00-00:00","2019-06-11T18:00:00-00:00","NP15","Solar","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,2,1422.67,"DAM",1
"11","2019-06-11",12,0,"2019-06-11T18:00:00-00:00","2019-06-11T19:00:00-00:00","NP15","Solar","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,2,1436.51,"DAM",1
"12","2019-06-11",13,0,"2019-06-11T19:00:00-00:00","2019-06-11T20:00:00-00:00","NP15","Solar","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,2,1437.23,"DAM",1
"13","2019-06-11",14,0,"2019-06-11T20:00:00-00:00","2019-06-11T21:00:00-00:00","NP15","Solar","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,2,1420.69,"DAM",1
"14","2019-06-11",15,0,"2019-06-11T21:00:00-00:00","2019-06-11T22:00:00-00:00","NP15","Solar","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,2,1385.57,"DAM",1
"15","2019-06-11",16,0,"2019-06-11T22:00:00-00:00","2019-06-11T23:00:00-00:00","NP15","Solar","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,2,1340.22,"DAM",1
"16","2019-06-11",17,0,"2019-06-11T23:00:00-00:00","2019-06-12T00:00:00-00:00","NP15","Solar","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,2,1259.16,"DAM",1
"17","2019-06-11",18,0,"2019-06-12T00:00:00-00:00","2019-06-12T01:00:00-00:00","NP15","Solar","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,2,1088.17,"DAM",1
"18","2019-06-11",19,0,"2019-06-12T01:00:00-00:00","2019-06-12T02:00:00-00:00","NP15","Solar","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,2,718.19,"DAM",1
"19","2019-06-11",20,0,"2019-06-12T02:00:00-00:00","2019-06-12T03:00:00-00:00","NP15","Solar","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,2,220.95,"DAM",1
"20","2019-06-11",21,0,"2019-06-12T03:00:00-00:00","2019-06-12T04:00:00-00:00","NP15","Solar","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,2,1.7,"DAM",1
"21","2019-06-11",22,0,"2019-06-12T04:00:00-00:00","2019-06-12T05:00:00-00:00","NP15","Solar","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,2,0,"DAM",1
"22","2019-06-11",23,0,"2019-06-12T05:00:00-00:00","2019-06-12T06:00:00-00:00","NP15","Solar","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,2,0,"DAM",1
"23","2019-06-11",24,0,"2019-06-12T06:00:00-00:00","2019-06-12T07:00:00-00:00","NP15","Solar","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,2,0,"DAM",1
"24","2019-06-11",18,0,"2019-06-12T00:00:00-00:00","2019-06-12T01:00:00-00:00","NP15","Wind","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,1,402.16,"DAM",2
"25","2019-06-11",6,0,"2019-06-11T12:00:00-00:00","2019-06-11T13:00:00-00:00","NP15","Wind","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,1,307.49,"DAM",2
"26","2019-06-11",17,0,"2019-06-11T23:00:00-00:00","2019-06-12T00:00:00-00:00","NP15","Wind","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,1,283.43,"DAM",2
"27","2019-06-11",16,0,"2019-06-11T22:00:00-00:00","2019-06-11T23:00:00-00:00","NP15","Wind","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,1,176.79,"DAM",2
"28","2019-06-11",15,0,"2019-06-11T21:00:00-00:00","2019-06-11T22:00:00-00:00","NP15","Wind","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,1,111.31,"DAM",2
"29","2019-06-11",14,0,"2019-06-11T20:00:00-00:00","2019-06-11T21:00:00-00:00","NP15","Wind","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,1,75.93,"DAM",2
"30","2019-06-11",13,0,"2019-06-11T19:00:00-00:00","2019-06-11T20:00:00-00:00","NP15","Wind","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,1,62.8,"DAM",2
"31","2019-06-11",12,0,"2019-06-11T18:00:00-00:00","2019-06-11T19:00:00-00:00","NP15","Wind","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,1,62.22,"DAM",2
"32","2019-06-11",11,0,"2019-06-11T17:00:00-00:00","2019-06-11T18:00:00-00:00","NP15","Wind","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,1,64.6,"DAM",2
"33","2019-06-11",10,0,"2019-06-11T16:00:00-00:00","2019-06-11T17:00:00-00:00","NP15","Wind","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,1,76.61,"DAM",2
"34","2019-06-11",9,0,"2019-06-11T15:00:00-00:00","2019-06-11T16:00:00-00:00","NP15","Wind","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,1,110.85,"DAM",2
"35","2019-06-11",8,0,"2019-06-11T14:00:00-00:00","2019-06-11T15:00:00-00:00","NP15","Wind","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,1,165.45,"DAM",2
"36","2019-06-11",7,0,"2019-06-11T13:00:00-00:00","2019-06-11T14:00:00-00:00","NP15","Wind","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,1,238.44,"DAM",2
"37","2019-06-11",5,0,"2019-06-11T11:00:00-00:00","2019-06-11T12:00:00-00:00","NP15","Wind","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,1,355.35,"DAM",2
"38","2019-06-11",4,0,"2019-06-11T10:00:00-00:00","2019-06-11T11:00:00-00:00","NP15","Wind","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,1,381.31,"DAM",2
"39","2019-06-11",3,0,"2019-06-11T09:00:00-00:00","2019-06-11T10:00:00-00:00","NP15","Wind","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,1,368.35,"DAM",2
"40","2019-06-11",2,0,"2019-06-11T08:00:00-00:00","2019-06-11T09:00:00-00:00","NP15","Wind","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,1,333.22,"DAM",2
"41","2019-06-11",24,0,"2019-06-12T06:00:00-00:00","2019-06-12T07:00:00-00:00","NP15","Wind","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,1,795.47,"DAM",2
"42","2019-06-11",23,0,"2019-06-12T05:00:00-00:00","2019-06-12T06:00:00-00:00","NP15","Wind","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,1,803.1,"DAM",2
