"","OPR_DT","OPR_HR","OPR_INTERVAL","INTERVALSTARTTIME_GMT","INTERVALENDTIME_GMT","TRADING_HUB","RENEWABLE_TYPE","LABEL","XML_DATA_ITEM","MARKET_RUN_ID_POS","RENEW_POS","MW","MARKET_RUN_ID","GROUP"
"1","2019-04-21",2,0,"2019-04-21T08:00:00-00:00","2019-04-21T09:00:00-00:00","NP15","Solar","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,2,0,"DAM",1
"2","2019-04-21",3,0,"2019-04-21T09:00:00-00:00","2019-04-21T10:00:00-00:00","NP15","Solar","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,2,0,"DAM",1
"3","2019-04-21",4,0,"2019-04-21T10:00:00-00:00","2019-04-21T11:00:00-00:00","NP15","Solar","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,2,0,"DAM",1
"4","2019-04-21",5,0,"2019-04-21T11:00:00-00:00","2019-04-21T12:00:00-00:00","NP15","Solar","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,2,0,"DAM",1
"5","2019-04-21",6,0,"2019-04-21T12:00:00-00:00","2019-04-21T13:00:00-00:00","NP15","Solar","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,2,0,"DAM",1
"6","2019-04-21",7,0,"2019-04-21T13:00:00-00:00","2019-04-21T14:00:00-00:00","NP15","Solar","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,2,87.46,"DAM",1
"7","2019-04-21",8,0,"2019-04-21T14:00:00-00:00","2019-04-21T15:00:00-00:00","NP15","Solar","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,2,515.54,"DAM",1
"8","2019-04-21",9,0,"2019-04-21T15:00:00-00:00","2019-04-21T16:00:00-00:00","NP15","Solar","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,2,1023.09,"DAM",1
"9","2019-04-21",10,0,"2019-04-21T16:00:00-00:00","2019-04-21T17:00:00-00:00","NP15","Solar","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,2,1261.18,"DAM",1
"10","2019-04-21",11,0,"2019-04-21T17:00:00-00:00","2019-04-21T18:00:00-00:00","NP15","Solar","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,2,1343.49,"DAM",1
"11","2019-04-21",12,0,"2019-04-21T18:00:00-00:00","2019-04-21T19:00:00-00:00","NP15","Solar","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,2,1376.56,"DAM",1
"12","2019-04-21",13,0,"2019-04-21T19:00:00-00:00","2019-04-21T20:00:00-00:00","NP15","Solar","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,2,1382.43,"DAM",1
"13","2019-04-21",14,0,"2019-04-21T20:00:00-00:00","2019-04-21T21:00:00-00:00","NP15","Solar","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,2,1391.1,"DAM",1
"14","2019-04-21",15,0,"2019-04-21T21:00:00-00:00","2019-04-21T22:00:00-00:00","NP15","Solar","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,2,1398.32,"DAM",1
"15","2019-04-21",16,0,"2019-04-21T22:00:00-00:00","2019-04-21T23:00:00-00:00","NP15","Solar","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,2,1380.26,"DAM",1
"16","2019-04-21",17,0,"2019-04-21T23:00:00-00:00","2019-04-22T00:00:00-00:00","NP15","Solar","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,2,1338.55,"DAM",1
"17","2019-04-21",18,0,"2019-04-22T00:00:00-00:00","2019-04-22T01:00:00-00:00","NP15","Solar","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,2,1133.47,"DAM",1
"18","2019-04-21",19,0,"2019-04-22T01:00:00-00:00","2019-04-22T02:00:00-00:00","NP15","Solar","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,2,591.81,"DAM",1
"19","2019-04-21",20,0,"2019-04-22T02:00:00-00:00","2019-04-22T03:00:00-00:00","NP15","Solar","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,2,106.45,"DAM",1
"20","2019-04-21",21,0,"2019-04-22T03:00:00-00:00","2019-04-22T04:00:00-00:00","NP15","Solar","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,2,0,"DAM",1
"21","2019-04-21",22,0,"2019-04-22T04:00:00-00:00","2019-04-22T05:00:00-00:00","NP15","Solar","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,2,0,"DAM",1
"22","2019-04-21",23,0,"2019-04-22T05:00:00-00:00","2019-04-22T06:00:00-00:00","NP15","Solar","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,2,0,"DAM",1
"23","2019-04-21",24,0,"2019-04-22T06:00:00-00:00","2019-04-22T07:00:00-00:00","NP15","Solar","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,2,0,"DAM",1
"24","2019-04-21",18,0,"2019-04-22T00:00:00-00:00","2019-04-22T01:00:00-00:00","NP15","Wind","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,1,430.95,"DAM",2
"25","2019-04-21",6,0,"2019-04-21T12:00:00-00:00","2019-04-21T13:00:00-00:00","NP15","Wind","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,1,236.25,"DAM",2
"26","2019-04-21",17,0,"2019-04-21T23:00:00-00:00","2019-04-22T00:00:00-00:00","NP15","Wind","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,1,360.13,"DAM",2
"27","2019-04-21",16,0,"2019-04-21T22:00:00-00:00","2019-04-21T23:00:00-00:00","NP15","Wind","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,1,298.82,"DAM",2
"28","2019-04-21",15,0,"2019-04-21T21:00:00-00:00","2019-04-21T22:00:00-00:00","NP15","Wind","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,1,251.21,"DAM",2
"29","2019-04-21",14,0,"2019-04-21T20:00:00-00:00","2019-04-21T21:00:00-00:00","NP15","Wind","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,1,230.58,"DAM",2
"30","2019-04-21",13,0,"2019-04-21T19:00:00-00:00","2019-04-21T20:00:00-00:00","NP15","Wind","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,1,241.87,"DAM",2
"31","2019-04-21",12,0,"2019-04-21T18:00:00-00:00","2019-04-21T19:00:00-00:00","NP15","Wind","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,1,257.29,"DAM",2
"32","2019-04-21",11,0,"2019-04-21T17:00:00-00:00","2019-04-21T18:00:00-00:00","NP15","Wind","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,1,252.51,"DAM",2
"33","2019-04-21",10,0,"2019-04-21T16:00:00-00:00","2019-04-21T17:00:00-00:00","NP15","Wind","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,1,207.81,"DAM",2
"34","2019-04-21",9,0,"2019-04-21T15:00:00-00:00","2019-04-21T16:00:00-00:00","NP15","Wind","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,1,173.98,"DAM",2
"35","2019-04-21",8,0,"2019-04-21T14:00:00-00:00","2019-04-21T15:00:00-00:00","NP15","Wind","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,1,190.7,"DAM",2
"36","2019-04-21",7,0,"2019-04-21T13:00:00-00:00","2019-04-21T14:00:00-00:00","NP15","Wind","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,1,218.72,"DAM",2
"37","2019-04-21",5,0,"2019-04-21T11:00:00-00:00","2019-04-21T12:00:00-00:00","NP15","Wind","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,1,244.47,"DAM",2
"38","2019-04-21",4,0,"2019-04-21T10:00:00-00:00","2019-04-21T11:00:00-00:00","NP15","Wind","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,1,252.76,"DAM",2
"39","2019-04-21",3,0,"2019-04-21T09:00:00-00:00","2019-04-21T10:00:00-00:00","NP15","Wind","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,1,286.92,"DAM",2
"40","2019-04-21",2,0,"2019-04-21T08:00:00-00:00","2019-04-21T09:00:00-00:00","NP15","Wind","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,1,348.53,"DAM",2
"41","2019-04-21",24,0,"2019-04-22T06:00:00-00:00","2019-04-22T07:00:00-00:00","NP15","Wind","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,1,501.51,"DAM",2
"42","2019-04-21",23,0,"2019-04-22T05:00:00-00:00","2019-04-22T06:00:00-00:00","NP15","Wind","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,1,563.3,"DAM",2
"43","2019-04-21",22,0,"2019-04-22T04:00:00-00:00","2019-04-22T05:00:00-00:00","NP15","Wind","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,1,610.6,"DAM",2
"44","2019-04-21",21,0,"2019-04-22T03:00:00-00:00","2019-04-22T04:00:00-00:00","NP15","Wind","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,1,620.37,"DAM",2
"45","2019-04-21",20,0,"2019-04-22T02:00:00-00:00","2019-04-22T03:00:00-00:00","NP15","Wind","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,1,576.78,"DAM",2
"46","2019-04-21",19,0,"2019-04-22T01:00:00-00:00","2019-04-22T02:00:00-00:00","NP15","Wind","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,1,504.91,"DAM",2
"47","2019-04-21",6,0,"2019-04-21T12:00:00-00:00","2019-04-21T13:00:00-00:00","SP15","Solar","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,2,0.02,"DAM",3
"48","2019-04-21",18,0,"2019-04-22T00:00:00-00:00","2019-04-22T01:00:00-00:00","SP15","Solar","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,2,4344.08,"DAM",3
"49","2019-04-21",5,0,"2019-04-21T11:00:00-00:00","2019-04-21T12:00:00-00:00","SP15","Solar","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,2,0,"DAM",3
"50","2019-04-21",11,0,"2019-04-21T17:00:00-00:00","2019-04-21T18:00:00-00:00","SP15","Solar","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,2,7144.91,"DAM",3
"51","2019-04-21",4,0,"2019-04-21T10:00:00-00:00","2019-04-21T11:00:00-00:00","SP15","Solar","Renewable Forecast Day Ahead","RENEW_FCST_DA_MW",1,2,0,"DAM",3
