DemandCost,GenerationRevenue,RegUpRev,RegDownRev,RevenueTotal
166612.0796841138,0.0,0.0,8264.613000000001,-158347.46668411378
138530.146721754,0.0,0.0,9994.500639742331,-128535.64608201166
165288.94862109178,0.0,0.0,6214.287,-159074.66162109177
226306.9171331578,0.0,0.0,8038.506219950108,-218268.4109132077
214966.88941508325,0.0,0.0,9258.550129430034,-205708.3392856532
155540.26220836258,0.0,0.0,8355.329567873832,-147184.93264048875
181306.15347692728,0.0,0.0,8483.270486754816,-172822.88299017248
176210.27389610047,0.0,0.0,8430.933,-167779.34089610048
151015.18554776913,0.0,0.0,7993.1815678738,-143022.00397989532
141543.19376320072,0.0,0.0,7721.784000000001,-133821.4097632007
168005.66643035715,0.0,0.0,8193.606000000002,-159812.06043035715
204814.15889216447,0.0,0.0,8637.589357324978,-196176.56953483948
156152.82900923621,0.0,0.0,8801.72656787383,-147351.1024413624
154671.10505736805,0.0,0.0,7786.474220427268,-146884.63083694078
139717.41420829904,0.0,0.0,7108.312347423731,-132609.10186087532
143441.3972122517,0.0,0.0,7287.790293708109,-136153.60691854358
159225.80362621462,0.0,0.0,6522.428247813105,-152703.3753784015
156079.10107838648,0.0,0.0,8504.036567873833,-147575.06451051263
220984.76692350637,0.0,0.0,8491.602,-212493.16492350635
239720.1720837849,0.0,0.0,8643.695247813106,-231076.47683597181
156892.34376174764,0.0,0.0,9946.065000000002,-146946.27876174764
145749.63266907947,0.0,0.0,9216.177000000003,-136533.45566907947
150011.26644450356,0.0,0.0,8684.054328269009,-141327.21211623456
