Hour,pr_e,pr_fre_u,pr_fre_d
0,32.81463043503477,2.7465101517190664,0.0005031074178736212
1,32.81463043503477,2.7246550398748832,12.0
2,32.81463043503477,2.7246550398748832,12.0
3,32.81463043503477,2.7191489893678,12.0
4,32.81463043503477,2.7191489893678,12.0
5,32.81463043503477,2.71904947731492,12.0
6,32.81463043503477,2.7371128645454523,0.0005031074178736212
7,32.81463043503477,2.683143550476259,12.0
8,32.81463043503477,2.5429846599080306,0.0005097841772272428
9,32.81463043503477,0.0009962192295314939,12.0
10,32.81463043503477,0.0009962192295314939,12.0
11,32.81463043503477,0.0009962192295314939,12.0
12,32.81463043503477,0.0009962192295314939,12.0
13,32.81463043503477,0.0009962192295314939,12.0
14,32.81463043503477,0.0009962192295314939,12.0
15,32.81463043503477,0.00098460980635696,12.0
16,32.81463043503477,2.5429846599080306,12.0
17,32.81463043503477,2.720177903595196,12.0
18,59.75677719245546,2.9214630435034774,12.0
19,59.75677719245546,2.9214630435034774,12.0
20,32.81463043503477,2.8807300723294,12.0
21,32.81463043503477,2.8816614117451014,12.0
22,32.81463043503477,2.804380426787765,12.0
23,32.81463043503477,2.908030623814983,12.0
