DemandCost,GenerationRevenue,RegUpRev,RegDownRev,RevenueTotal
[465808.4724318062],[0.0],[0.0],[8029.8057663766795],[-457778.66666542954]
[459359.12805870286],[0.0],[0.0],[8518.356719827574],[-450840.7713388753]
[431069.0709892271],[237564.08888309516],[0.0],[8304.688],[-185200.29410613194]
[491958.42619724746],[0.0],[0.0],[7495.838],[-484462.5881972475]
[499989.17337718053],[261909.42938432554],[0.0],[8181.852000000007],[-229897.891992855]
[431882.43392082764],[323826.23288744484],[0.0],[7867.867766376685],[-100188.33326700609]
[479390.5179248873],[0.0],[0.0],[7355.6987198275765],[-472034.8192050597]
[331886.6438956421],[0.0],[0.0],[7970.376486204255],[-323916.2674094378]
[0.0],[6355805.84293674],[0.0],[8357.692000000001],[6364163.53493674]
[7358.447772345278],[6411899.984862929],[0.0],[8845.536719827576],[6413387.073810412]
[590354.1400779644],[308783.67197246855],[0.0],[9271.465766376681],[-272299.00233911915]
[533656.4223527012],[316624.3099138491],[0.0],[9490.404],[-207541.7084388521]
[936764.9640334423],[471049.83267407445],[0.0],[9027.312000000002],[-456687.8193593679]
[1032172.3424113634],[851050.5299306095],[0.0],[8684.809766376678],[-172437.00271437725]
[4355.952635098465],[6479312.277181822],[0.0],[9649.046486204254],[6484605.371032928]
[538121.672571904],[393153.7614441656],[0.0],[9487.121766376678],[-135480.78936136176]
