netload,gen_capacity_veh,regup_capacity_veh,regdown_capacity_veh
0.0,9.792363,0.0,42.81025
0.0,0.0,0.0,41.33150000000001
0.0,0.0,0.0,40.837999999999994
0.0,0.0,0.0,41.61150000000001
0.0,0.0,0.0,43.48750000000001
0.0,51.61974210000611,0.0,45.55600000000002
1076.3405067586118,0.0,0.0,0.0
1042.3878212074303,55.95636000000001,0.0,48.77600000000001
1326.066251352042,59.31374159999999,0.0,0.0
1364.060952358258,0.0,0.0,51.2225
1487.267547036888,0.0,0.0,52.93925
1317.6896849668985,0.0,0.0,54.85900000000002
2139.7666037893136,8.393454000006262,0.0,56.97300000000003
1818.4744956045615,121.705083,0.0,59.431749999999994
2042.6857761866916,19.584726,0.0,61.81175
3939.8943978923144,55.95636000000001,0.0,63.6475
868.6403900029198,19.584726,0.0,64.71070035544687
265.28864317430714,39.169452,0.0,64.29325
0.0,904.7711015956058,0.0,62.87049999999999
189.42414060071286,14363.405636752292,0.0,61.00500000000001
245.11462038467198,1071.706482405333,0.0,57.582000000000015
326.7821007655246,966.5556881972236,0.0,52.6435
0.0,834.5861208569258,0.0,48.3328198115
8042.7312721623675,235.01671200000004,0.0,45.0900698115
