Hour,pr_e,pr_fre_u,pr_fre_d
0,30.486055729324644,2.6665382609125037,8.0
1,30.486055729324644,2.6605399918372683,8.0
2,30.486055729324644,2.6605399918372683,8.0
3,30.486055729324644,2.54717333503316,8.0
4,30.486055729324644,2.6836834480486558,8.0
5,30.28058799181161,2.5466437961516224,8.0
6,25.338083721335938,0.0010654587888237882,0.00186112322224073
7,25.338083721335938,0.0010654587888237882,8.0
8,25.338083721335938,0.0013327824985744595,0.0007777030026413668
9,25.338083721335938,0.0012785900610706126,8.0
10,25.338083721335938,0.0012785900610706126,8.0
11,25.338083721335938,0.0012785900610706126,8.0
12,25.338083721335938,0.0012785900610706126,8.0
13,25.338083721335938,0.0013327824985744595,8.0
14,25.338083721335938,0.0015046772552772415,8.0
15,25.338083721335938,0.0013327824985744595,8.0
16,30.43143550476259,2.5466437961516224,8.0
17,30.627376825255148,2.5466437961516224,8.0
18,59.75677719245546,2.7029221818511573,8.0
19,65.96816454718815,3.009616697644561,8.0
20,33.69616697644561,2.8370899682786965,8.0
21,33.69616697644561,2.6853193650087115,8.0
22,33.69616697644561,2.667376148505184,8.0
23,33.69616697644561,3.009616697644561,8.0
