Hour,pr_e,pr_fre_u,pr_fre_d
0,30.867868225027188,2.7152639008078343,10.0
1,30.867868225027188,2.7027376825255147,10.0
2,30.867868225027188,2.6917885123843805,10.0
3,30.867868225027188,2.699937345458107,10.0
4,30.867868225027188,2.7026810469662763,10.0
5,30.867868225027188,2.7200231321570865,10.0
6,30.867868225027188,2.726776612014443,2.6594677462018343
7,30.644437174934765,2.6870914922975584,10.0
8,30.644437174934765,2.6829038174265727,2.660691992151889
9,30.644437174934765,2.6595900715582688,10.0
10,30.644437174934765,2.5429846599080306,10.0
11,30.644437174934765,2.5429846599080306,10.0
12,30.644437174934765,2.5429846599080306,10.0
13,30.644437174934765,2.5429846599080306,10.0
14,30.644437174934765,2.5429846599080306,10.0
15,30.644437174934765,2.659482393782324,10.0
16,30.644437174934765,2.6668512645484324,10.0
17,32.26804011117686,2.7026810469662763,10.0
18,59.75677719245546,2.8668040111176865,10.0
19,65.95673617499342,2.8668040111176865,10.0
20,31.991202750104172,2.8391202750104174,10.0
21,31.97748565208871,2.7465101517190664,10.0
22,31.97748565208871,2.7268279843030907,10.0
23,31.97748565208871,2.720177903595196,10.0
