DemandCost,GenerationRevenue,RegUpRev,RegDownRev,RevenueTotal
[0.0],[5483799.277911827],[2.240594608123932],[1628430.7453616688],[7112232.263868104]
[0.0],[0.0],[0.0],[0.0],[0.0]
[0.0],[5340867.571898591],[0.0],[1628162.0136904868],[6969029.585589077]
[0.0],[0.0],[0.0],[0.0],[0.0]
[574.9268220734812],[5277336.706131056],[0.0],[1583848.9228523886],[6860610.702161371]
[0.0],[0.0],[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0],[0.0],[0.0]
[0.0],[5349470.711606876],[2.240594608123932],[1604086.3510958487],[6953559.3032973325]
[0.0],[0.0],[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0],[0.0],[0.0]
[0.0],[5516158.855699945],[0.0],[1647189.9330139137],[7163348.788713859]
[0.0],[5488414.76494518],[2.240594608123932],[1629296.7237272158],[7117713.729267004]
[0.0],[0.0],[0.0],[0.0],[0.0]
[0.0],[5543447.871100249],[0.0],[1657464.0561354675],[7200911.927235716]
