DemandCost,GenerationRevenue,RegUpRev,RegDownRev,RevenueTotal
[0.0],[5483799.277911827],[2.240594608123932],[1628430.7453616688],[7112232.263868104]
[0.0],[0.0],[0.0],[0.0],[0.0]
[0.0],[5340867.571898591],[0.0],[1628162.0136904868],[6969029.585589077]
[0.0],[0.0],[0.0],[0.0],[0.0]
[574.9268220734812],[5277336.706131056],[0.0],[1583848.9228523886],[6860610.702161371]
[0.0],[0.0],[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0],[0.0],[0.0]
[0.0],[5349470.711606876],[2.240594608123932],[1604086.3510958487],[6953559.3032973325]
[0.0],[0.0],[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0],[0.0],[0.0]
[0.0],[5516158.855699945],[0.0],[1647189.9330139137],[7163348.788713859]
[0.0],[5488414.76494518],[2.240594608123932],[1629296.7237272158],[7117713.729267004]
[0.0],[0.0],[0.0],[0.0],[0.0]
[0.0],[5543447.871100249],[0.0],[1657464.0561354675],[7200911.927235716]
[0.0],[0.0],[0.0],[0.0],[0.0]
[0.0],[4994123.287693236],[0.0],[1586906.4809572771],[6581029.768650513]
[171.4202219301863],[5299436.320898798],[0.0],[1534651.046430573],[6833915.947107441]
[0.0],[5132805.703100099],[0.0],[1535250.1799915403],[6668055.88309164]
[0.0],[5272067.712640014],[0.0],[1597969.1613627013],[6870036.874002715]
[3511.1870408991076],[5121008.548869674],[0.0],[1512928.1083022342],[6630425.47013101]
[0.0],[5400336.619076002],[0.0],[1628003.9988659238],[7028340.617941926]
[0.0],[5701037.673324471],[0.0],[1665248.5020583891],[7366286.17538286]
[165.20412765970048],[4961627.186001103],[0.0],[1592098.2494590147],[6553560.231332459]
[621.378643651106],[5045399.813608946],[2.240594608123932],[1548209.8236784395],[6592990.499238342]
[619.6279998429286],[5279409.1837474145],[2.240594608123932],[1606020.2898880187],[6884812.086230198]
