DemandCost,GenerationRevenue,RegUpRev,RegDownRev,RevenueTotal
[145927.67286532233],[63405.44333072606],[0.0],[12718.15740637209],[-69804.07212822417]
[175001.4062333637],[91023.78337305783],[0.0],[12773.628],[-71203.99486030587]
[141869.70971048778],[69590.50151736807],[0.0],[12457.032000000001],[-59822.176193119696]
[247206.9602129043],[235719.00882706593],[0.0],[11243.757000000001],[-244.19438583834562]
[148798.77898297284],[99415.16827592022],[0.0],[12272.912054544602],[-37110.698652508014]
[182830.1963293877],[109476.93663683897],[0.0],[11801.977460916689],[-61551.28223163202]
[149285.65520387416],[83571.4582772626],[0.0],[11029.641],[-54684.55592661156]
[140022.52646088827],[70399.84569653367],[0.0],[11951.699406372089],[-57670.98135798251]
[145762.38380632334],[92154.46150635966],[0.0],[12536.672054544602],[-41071.25024541908]
[163845.23777739564],[116126.98895009364],[0.0],[13264.398000000001],[-34453.850827302]
[178861.90799560418],[133057.94403070712],[0.0],[13907.240406372086],[-31896.723558524973]
[156142.10584605334],[123423.1253831558],[0.0],[14235.606000000003],[-18483.37446289754]
[152479.1038508146],[146374.53608639035],[0.0],[13541.102054544603],[7436.534290120355]
[140089.97850647685],[126510.74976402763],[0.0],[13027.25640637209],[-551.9723360771313]
[144592.78413113236],[131391.83678602867],[0.0],[14470.9714454027],[1270.0241002990224]
[143871.09828110834],[138490.5788638823],[0.0],[14231.991445402702],[8851.472028176679]
[154993.81566458827],[137936.15911952988],[0.0],[13937.973000000002],[-3119.6835450583894]
