Hour,pr_e,pr_fre_u,pr_fre_d
0,37.22782256666878,2.7831198855203017,8.0
1,37.22782256666878,2.772386520102386,8.0
2,37.22782256666878,2.7268279843030907,8.0
3,37.22782256666878,2.7260082489679984,8.0
4,37.22782256666878,2.7752393394511383,8.0
5,37.22782256666878,2.837468286457417,8.0
6,37.22782256666878,2.837468286457417,0.0010654587888237882
7,37.22782256666878,2.7752393394511383,8.0
8,37.22782256666878,2.6594677462018343,0.0010654587888237882
9,37.22782256666878,0.002079945380291471,8.0
10,37.22782256666878,0.0017770943921310844,8.0
11,37.22782256666878,0.0016841194349720091,8.0
12,37.22782256666878,0.00186112322224073,8.0
13,37.22782256666878,2.5429846599080306,8.0
14,37.22782256666878,2.659482393782324,8.0
15,37.22782256666878,2.7246550398748832,8.0
16,46.53808767760486,4.206808767760487,8.0
17,46.53808767760486,2.837468286457417,8.0
18,66.21303791145498,4.411699743119164,8.0
19,66.21303791145498,4.206808767760487,8.0
20,66.21303791145498,4.206808767760487,8.0
21,66.21303791145498,4.411699743119164,8.0
22,59.31182266957629,2.9097262713475365,8.0
23,59.31182266957629,4.411699743119164,8.0
