Generator,Day,Hour,gen_capacity_veh,regup_capacity_veh,regdown_capacity_veh
vehicle,1,1,0.0,0.0,37.527
vehicle,1,2,0.0,0.0,36.1725
vehicle,1,3,0.0,0.0,35.30800000000001
vehicle,1,4,9.792363,0.0,35.23275
vehicle,1,5,0.0,0.0,36.09725
vehicle,1,6,9.23279940000193,0.0,38.65750000000002
vehicle,1,7,0.0,0.0,0.0
vehicle,1,8,0.0,0.0,44.070250000000016
vehicle,1,9,9.187227914322342,0.0,0.0
vehicle,1,10,0.0,0.0,43.04475
vehicle,1,11,9.792363,0.0,42.01925
vehicle,1,12,8.533344900002545,0.0,41.83375
vehicle,1,13,0.0,0.0,41.559000000000026
vehicle,1,14,9.792363,0.0,41.16349999999999
vehicle,1,15,0.0,0.0,41.42075000000003
vehicle,1,16,15.248108100002646,0.0,42.28875000000001
vehicle,1,17,0.0,0.0,44.45970035544685
vehicle,1,18,935.131608203608,0.0,47.529999999999994
vehicle,1,19,827.6033313741588,0.0,48.93
vehicle,1,20,658.2960885263175,0.0,0.0
vehicle,1,21,600.5158875024858,0.0,46.815999999999995
vehicle,1,22,875.7170340000005,0.0,45.2165
vehicle,1,23,1966.2743165418028,0.0,42.4458198115
vehicle,1,24,2030.505220851736,0.0,40.224290608585534
