DemandCost,GenerationRevenue,RegUpRev,RegDownRev,RevenueTotal
[627784.1680489024],[303469.5962128006],[0.0],[7202.923766376679],[-317111.64806972514]
[965135.4035030047],[492087.2175701285],[0.0],[6936.902719827575],[-466111.2832130486]
[8476.024157524982],[6247534.347889207],[0.0],[6779.7247198275745],[6245838.04845151]
[653021.3753699274],[390637.9216966614],[0.0],[7095.438000000002],[-255288.01567326597]
[569624.6829710347],[268670.18246325175],[0.0],[7547.232000000005],[-293407.2685077829]
[102.94413744416292],[6545930.777703609],[0.0],[7522.31976637668],[6553350.153332543]
[834455.3294467614],[352429.40169718023],[0.0],[7572.110000000001],[-474453.8177495812]
[907614.095461839],[464913.6086251504],[0.0],[7465.410486204255],[-435235.07635048433]
[0.0],[6209082.447378592],[0.0],[6976.046],[6216058.493378592]
[539245.5615657461],[287463.14081344556],[0.0],[6866.034719827576],[-244916.38603247295]
[619380.2887153313],[409402.16053828027],[0.0],[7416.49376637668],[-202561.6344106744]
[1206077.7537891858],[183223.08298873104],[0.0],[6936.664000000006],[-1015918.0068004547]
[1973227.899295084],[483598.471598754],[497.2233455131827],[7019.880000000001],[-1482112.3243508167]
[970850.0015672771],[474476.02765294607],[0.0],[7531.46248620426],[-488842.5114281268]
[848799.8586067422],[448104.1894497861],[0.0],[6976.13848620426],[-393719.5306707519]
[549904.3713772974],[321559.07188000047],[0.0],[6797.582486204257],[-221547.7170110927]
[8504.761523643003],[6352023.989256639],[0.0],[6746.488719827576],[6350265.716452824]
[537616.2806125272],[299166.94818336924],[0.0],[7294.224],[-231155.10842915793]
[939477.3412461665],[248670.5917614653],[0.0],[7129.612719827574],[-683677.1367648736]
[783549.3522294359],[493666.80278517946],[0.0],[7790.657766376686],[-282091.8916778798]
[1157825.8078352087],[685950.9453493697],[0.0],[7727.118000000001],[-464147.74448583904]
