netload,gen_capacity_veh,regup_capacity_veh,regdown_capacity_veh
85.51222457176222,122.93700000000315,0.0,39.53775
132.62375216467518,169.46300000000053,0.0,38.07475
137.43784081672376,87.16100000001066,0.0,37.43775000000001
217.7271521782009,135.83700000000402,0.0,37.464
114.26803029792973,64.54300000000771,0.0,38.71175000000001
75.2758381714099,179.00900000000703,0.0,41.468
124.37874413637186,175.82700000000352,0.0,0.0
225.1606889038551,245.61600000001718,0.0,47.246500000000005
444.6776016620182,0.0,0.0,0.0
287.11313126710576,0.0,0.0,44.408
469.11744316093035,0.0,0.0,42.67725
337.13828672368817,0.0,0.0,41.149499999999996
298.2708079326927,0.0,0.0,40.46175
574.1603625534623,0.0,0.0,40.71375
720.2293234538369,0.0,0.0,41.45050000000001
753.5484704963592,0.0,0.0,42.644
614.2878548132372,0.0,0.0,45.64037658588439
0.0,0.0,0.0,49.9695
0.0,0.0,0.0,50.79550000000001
0.0,2691.559419664765,0.0,50.4
0.0,0.0,0.0,49.39375000000002
262.73185288603855,0.0,0.0,47.29375000000002
229.9014408195712,0.0,0.0,44.224354999999996
320.24318998985893,0.0,0.0,41.195105000000005
