DemandCost,GenerationRevenue,RegUpRev,RegDownRev,RevenueTotal
[0.0],[6375999.002829609],[0.0],[1959659.7605773103],[8335658.763406919]
[0.0],[6763892.8842008365],[0.0],[1953057.568447681],[8716950.452648517]
[0.0],[6809939.6435810495],[0.0],[1950122.818447681],[8760062.46202873]
[0.0],[6735528.884533117],[0.0],[1960174.7298748554],[8695703.614407972]
[0.0],[6089492.998572154],[0.0],[1949464.797591784],[8038957.796163938]
[0.0],[6243905.6984993005],[0.0],[1961562.5105773103],[8205468.209076611]
[0.0],[6794997.719902027],[0.0],[1959401.0536177238],[8754398.77351975]
[0.0],[6635548.37900451],[0.0],[1967402.798822492],[8602951.177827002]
[0.0],[6547651.536185656],[0.0],[1945361.2532888008],[8493012.789474458]
[0.0],[6705840.331877324],[0.0],[1970079.386951057],[8675919.71882838]
[0.0],[6720870.950543627],[0.0],[1968176.3132081884],[8689047.263751816]
[0.0],[6124523.228555595],[0.0],[1942335.7114491768],[8066858.940004772]
[0.0],[6206560.317840671],[0.0],[1961046.3487058762],[8167606.666546548]
[0.0],[6739216.122573188],[0.0],[1959498.8343201792],[8698714.956893366]
[0.0],[6569837.40484439],[0.0],[1969821.0632081884],[8539658.46805258]
