netload,gen_capacity_veh,regup_capacity_veh,regdown_capacity_veh
83.18667158043803,25.592166666665662,0.0,39.522
32.94492605078283,11.846499999999185,0.0,38.31625
160.5796068639315,14.046666666666663,0.0,37.52
104.77647993195797,12.04,0.0,37.35725000000001
107.50795166199136,15.623333333335843,0.0,37.723
55.130234860891704,28.16500000000458,0.0,39.21399999999999
117.43299999999927,39.163444444465675,0.0,0.0
188.60866511613776,0.0,0.0,40.68925
302.5698918786074,0.0,0.0,0.0
180.0175833847624,0.0,0.0,39.23675
257.06066013100093,0.0,0.0,37.588249999999995
282.90513171592056,0.0,0.0,36.11825
300.8645215434602,0.0,0.0,35.34825
327.6578944310557,0.0,0.0,34.846
438.9999153680224,0.0,0.0,35.192499999999995
392.7061674283853,0.0,0.0,36.10950000000002
278.1048034255235,0.0,0.0,38.04362658588442
259.0392303613495,70.75888888888895,0.0,42.25375
148.939286249026,90.30000000000001,0.0,45.466750000000026
136.5682537600465,265.7400000000014,0.0,45.144749999999995
0.0,0.0,0.0,44.36425
349.90824687024445,0.0,0.0,42.941500000000026
15.479999999999997,0.0,0.0,40.964104999999996
5.521077811580264,0.0,40.905740740733975,0.0
