Hour,pr_e,pr_fre_u,pr_fre_d
0,35.87008997149773,2.667376148505184,8.0
1,35.87008997149773,2.6638171251961857,8.0
2,35.87008997149773,2.6616694532098832,8.0
3,35.87008997149773,2.6616694532098832,8.0
4,35.87008997149773,2.667376148505184,8.0
5,35.87008997149773,2.6917885123843805,8.0
6,35.87008997149773,2.7246550398748832,8.0
7,35.87008997149773,2.7752393394511383,8.0
8,35.87008997149773,2.7191489893678,8.0
9,35.87008997149773,2.689031255521112,8.0
10,35.87008997149773,2.6660749703112274,8.0
11,35.87008997149773,2.6605399918372683,8.0
12,35.87008997149773,2.5466437961516224,8.0
13,35.87008997149773,2.6594677462018343,8.0
14,35.87008997149773,2.6616694532098832,8.0
15,35.87008997149773,2.6863489075000864,8.0
16,35.87008997149773,2.7372528726663106,8.0
17,59.75677719245546,3.3627196000864887,8.0
18,59.75677719245546,3.3627196000864887,8.0
19,59.31182266957629,3.35960358535878,8.0
20,37.1960358535878,3.0561295143279006,8.0
21,37.1960358535878,2.7726193490191693,8.0
22,37.1960358535878,2.7152639008078343,8.0
23,37.1960358535878,2.7026810469662763,8.0
