DemandCost,GenerationRevenue,RegUpRev,RegDownRev,RevenueTotal
[0.0],[6451753.279139605],[0.0],[1961303.965489158],[8413057.244628763]
[0.0],[6411424.26543236],[0.0],[1949607.1421905495],[8361031.407622909]
[0.0],[6319113.709948381],[0.0],[1951251.3471023971],[8270365.0570507785]
[0.0],[6343738.73647689],[993.3],[1951295.1990878964],[8296027.235564786]
[0.0],[6840288.718818873],[0.0],[1953606.7263518965],[8793895.44517077]
[0.0],[5112589.6940923305],[723.3412883589128],[1619569.7481398997],[6732882.783520589]
[0.0],[6373394.529892179],[851.4],[1745842.751943212],[8120088.681835392]
[0.0],[5448320.413009279],[0.0],[1757052.9545374888],[7205373.367546768]
[0.0],[6137855.774535903],[1419.0],[1888105.1352382773],[8027379.9097741805]
[0.0],[1751868.9839105336],[0.0],[528561.4983322425],[2280430.482242776]
[0.0],[6712723.624547897],[0.0],[1961561.8036177238],[8674285.42816562]
[0.0],[6763728.733507376],[0.0],[1968790.0939106434],[8732518.82741802]
[0.0],[6592615.539601652],[0.0],[1956025.4763518968],[8548641.015953548]
