DemandCost,GenerationRevenue,RegUpRev,RegDownRev,RevenueTotal
[0.0],[6451753.279139605],[0.0],[1961303.965489158],[8413057.244628763]
[0.0],[6411424.26543236],[0.0],[1949607.1421905495],[8361031.407622909]
[0.0],[6319113.709948381],[0.0],[1951251.3471023971],[8270365.0570507785]
[0.0],[6343738.73647689],[993.3],[1951295.1990878964],[8296027.235564786]
[0.0],[6840288.718818873],[0.0],[1953606.7263518965],[8793895.44517077]
[0.0],[5112589.6940923305],[723.3412883589128],[1619569.7481398997],[6732882.783520589]
[0.0],[6373394.529892179],[851.4],[1745842.751943212],[8120088.681835392]
[0.0],[5448320.413009279],[0.0],[1757052.9545374888],[7205373.367546768]
[0.0],[6137855.774535903],[1419.0],[1888105.1352382773],[8027379.9097741805]
[0.0],[1751868.9839105336],[0.0],[528561.4983322425],[2280430.482242776]
[0.0],[6712723.624547897],[0.0],[1961561.8036177238],[8674285.42816562]
[0.0],[6763728.733507376],[0.0],[1968790.0939106434],[8732518.82741802]
[0.0],[6592615.539601652],[0.0],[1956025.4763518968],[8548641.015953548]
[0.0],[6470127.362343236],[0.0],[1960788.2892320268],[8430915.651575264]
[0.0],[6535024.488230405],[0.0],[1967241.6082963406],[8502266.096526746]
[0.0],[6670903.833521575],[0.0],[1948947.4431464602],[8619851.276668034]
[0.0],[6386121.13278971],[0.0],[1956800.285709068],[8342921.418498778]
[0.0],[6285426.374959491],[0.0],[1901974.4769609096],[8187400.851920401]
[0.0],[6343388.186816243],[0.0],[1961304.5105773103],[8304692.697393553]
[0.0],[6468893.85555491],[0.0],[1959660.0843201794],[8428553.93987509]
[0.0],[6465324.642023326],[0.0],[1959660.0843201794],[8424984.726343505]
[0.0],[6627581.437586304],[0.0],[1968789.6082963408],[8596371.045882644]
[0.0],[6422617.145978916],[0.0],[1967661.3439106436],[8390278.48988956]
[0.0],[6100944.303741],[2049.451607399017],[1864707.2713599221],[7967701.026708321]
[0.0],[6458194.165713202],[0.0],[1959659.2749630075],[8417853.44067621]
