DemandCost,GenerationRevenue,RegUpRev,RegDownRev,RevenueTotal
[549219.8231746426],[397113.91540168],[0.0],[19357.622189647653],[-132748.285583315]
[1193864.5945984041],[901994.0535570201],[0.0],[21291.6],[-270578.941041384]
[726868.9403305561],[408539.65481089085],[0.0],[21773.202056650218],[-296556.08346301503]
[711160.5557396207],[475904.24634727684],[0.0],[21475.28],[-213781.02939234383]
[871709.5545989849],[492488.0037328354],[0.0],[21235.880000000005],[-357985.6708661495]
[579935.1085047128],[338472.82275095396],[0.0],[20193.182189647658],[-221269.10356411122]
[638816.9387027501],[430460.7573553234],[0.0],[21242.002056650217],[-187114.1792907765]
[850315.3772799176],[501600.33465184923],[0.0],[21276.26424629787],[-327438.7783817705]
[801707.905153975],[425383.1843090826],[0.0],[21125.64],[-355199.0808448924]
[674610.1254778552],[476080.2264607033],[0.0],[20984.122056650216],[-177545.77696050168]
[692450.4953599002],[441428.95374902553],[0.0],[21186.982189647657],[-229834.55942122696]
[760481.3551631591],[452923.4623706481],[0.0],[19536.120000000003],[-288021.772792511]
[577353.8583484269],[377002.7710904814],[0.0],[19132.0],[-181219.0872579455]
[811505.2957344521],[513318.70386982895],[0.0],[21969.144246297867],[-276217.44761832524]
[1052132.8447653288],[471511.0340827029],[0.0],[21957.02424629787],[-558664.786436328]
[938104.8301910385],[517970.5832173482],[0.0],[21555.26424629787],[-398578.98272739246]
[683875.6687538379],[359988.54458505445],[0.0],[21489.642056650217],[-302397.4821121333]
[687404.847441056],[334317.1874315069],[0.0],[19525.64205665022],[-333562.01795289887]
[585820.1771394042],[353179.3880851141],[0.0],[18862.962056650216],[-213777.82699763996]
[537406.1883477791],[252175.5669933531],[0.0],[18618.06218964766],[-266612.55916477833]
[580456.3758547171],[329907.6293984869],[0.0],[20276.680000000008],[-230272.06645623018]
[707097.2937760984],[582530.8136429179],[0.0],[20029.68],[-104536.80013318046]
[1172132.512927923],[887626.9664372216],[0.0],[21010.02424629787],[-263495.5222444034]
[676506.1380650658],[343567.25541335845],[0.0],[20892.782189647656],[-312046.1004620597]
[731187.241369226],[340743.7733524783],[0.0],[20485.462189647675],[-369958.0058271001]
[691987.5867620388],[329000.2135538939],[0.0],[18956.122056650216],[-344031.2511514946]
[666412.0109625541],[334999.4694278494],[0.0],[18184.602056650216],[-313227.9394780545]
[721237.3739316997],[441751.8602966542],[0.0],[20518.44000000001],[-258967.07363504544]
[1031605.9545988076],[552799.8752234159],[0.0],[20479.342189647654],[-458326.7371857441]
