DemandCost,GenerationRevenue,RegUpRev,RegDownRev,RevenueTotal
[549219.8231746426],[397113.91540168],[0.0],[19357.622189647653],[-132748.285583315]
[1193864.5945984041],[901994.0535570201],[0.0],[21291.6],[-270578.941041384]
[726868.9403305561],[408539.65481089085],[0.0],[21773.202056650218],[-296556.08346301503]
[711160.5557396207],[475904.24634727684],[0.0],[21475.28],[-213781.02939234383]
[871709.5545989849],[492488.0037328354],[0.0],[21235.880000000005],[-357985.6708661495]
[579935.1085047128],[338472.82275095396],[0.0],[20193.182189647658],[-221269.10356411122]
[638816.9387027501],[430460.7573553234],[0.0],[21242.002056650217],[-187114.1792907765]
[850315.3772799176],[501600.33465184923],[0.0],[21276.26424629787],[-327438.7783817705]
[801707.905153975],[425383.1843090826],[0.0],[21125.64],[-355199.0808448924]
[674610.1254778552],[476080.2264607033],[0.0],[20984.122056650216],[-177545.77696050168]
[692450.4953599002],[441428.95374902553],[0.0],[21186.982189647657],[-229834.55942122696]
[760481.3551631591],[452923.4623706481],[0.0],[19536.120000000003],[-288021.772792511]
[577353.8583484269],[377002.7710904814],[0.0],[19132.0],[-181219.0872579455]
[811505.2957344521],[513318.70386982895],[0.0],[21969.144246297867],[-276217.44761832524]
[1052132.8447653288],[471511.0340827029],[0.0],[21957.02424629787],[-558664.786436328]
