DemandCost,GenerationRevenue,RegUpRev,RegDownRev,RevenueTotal
[0.0],[6848578.71533078],[0.0],[1967660.7988224914],[8816239.514153272]
[0.0],[6431290.973893353],[0.0],[1954896.181263744],[8386187.155157097]
[0.0],[6341936.245642279],[0.0],[1951251.8921905498],[8293188.137832829]
[0.0],[6895388.476808403],[0.0],[1949863.7877452255],[8845252.264553629]
[0.0],[6701617.925265668],[0.0],[1958627.5987058762],[8660245.523971545]
[0.0],[6568178.667892918],[0.0],[1947303.0168893288],[8515481.684782246]
[0.0],[6689749.128060003],[0.0],[1960530.5105773106],[8650279.638637314]
[0.0],[5734081.32252097],[567.6],[1820385.0519297058],[7555033.974450676]
[0.0],[6418343.725480225],[0.0],[1960175.215489158],[8378518.940969383]
[0.0],[3947860.92374785],[0.0],[1402114.2593721892],[5349975.183120039]
[0.0],[6683412.393272065],[0.0],[1959659.7605773103],[8643072.153849375]
[0.0],[6484693.827949412],[0.0],[1951767.082833378],[8436460.91078279]
[0.0],[5748528.836543029],[1277.1000000000001],[1803851.85742814],[7553657.793971169]
[0.0],[6582518.590175285],[81450.6],[1986607.3118556833],[8650576.502030969]
[0.0],[6536534.498837527],[0.0],[1959144.0843201792],[8495678.583157707]
[0.0],[6581126.6652679],[0.0],[1968015.0632081889],[8549141.728476088]
[0.0],[6426700.2257682625],[0.0],[1945755.1787607633],[8372455.404529026]
[0.0],[6071588.235021382],[1198.85483693383],[1746121.2606059653],[7818908.350464281]
[0.0],[6107026.68504701],[0.0],[1817238.896809637],[7924265.5818566475]
[0.0],[6315400.7038136525],[0.0],[1939065.000013285],[8254465.703826938]
[0.0],[6477713.137519065],[0.0],[1944586.7676744978],[8422299.905193564]
[0.0],[6345689.626627534],[0.0],[1950379.7877452257],[8296069.414372759]
[0.0],[6355360.066624884],[0.0],[1959143.7605773103],[8314503.827202193]
[0.0],[5300317.548053708],[0.0],[1598828.1234674964],[6899145.6715212045]
[0.0],[6726432.4138501715],[0.0],[1966370.7988224914],[8692803.212672662]
[0.0],[6535121.499352848],[141.9],[1908044.0970432353],[8443307.496396083]
[0.0],[6318601.907446774],[0.0],[1939877.6337733655],[8258479.54122014]
[0.0],[6305582.274712285],[0.0],[1940193.9118847195],[8245776.1865970045]
[0.0],[6437604.569558236],[0.0],[1960787.8036177238],[8398392.37317596]
