netload,gen_capacity_veh,regup_capacity_veh,regdown_capacity_veh
0.0,88.15000000000083,0.0,34.555499999999995
0.0,82.86100000000931,0.0,33.68400000000001
0.0,89.0530000000003,0.0,33.460000000000015
0.0,147.31800000000229,0.0,34.36824999999999
0.0,117.5620000000088,0.0,36.97575000000001
0.0,218.70629976193624,0.0,41.18625
15.479999999999997,306.50400000001576,0.0,0.0
0.0,0.0,0.0,42.7385
7.234731748051989,0.0,0.0,0.0
0.0,0.0,0.0,40.29374999999999
0.0,0.0,0.0,39.3855
0.0,0.0,0.0,39.08625
5.807358932243492,0.0,0.0,39.280499999999996
0.0,0.0,0.0,39.711000000000006
3.01,0.0,0.0,40.82400000000001
14.672874999998442,0.0,0.0,41.51175000000002
30.959999999999994,0.0,0.0,43.29675
0.07332333961754484,0.0,0.0,44.84725
0.0,0.0,0.0,46.98225
899.335333778732,1209.676000000016,0.0,46.415250000000015
1064.4586065565015,0.0,0.0,44.093
933.4439999999752,0.0,0.0,40.633250000000004
889.6028982977058,0.0,0.0,37.88225
820.7054286449138,0.0,0.0,35.938
