DemandCost,GenerationRevenue,RegUpRev,RegDownRev,RevenueTotal
[141671.4289101681],[65257.94378011692],[0.0],[10521.872406372087],[-65891.61272367908]
[149575.23342451476],[71146.48866567895],[0.0],[10179.589039030614],[-68249.1557198052]
[165478.96074261118],[78327.97243142876],[0.0],[9174.585],[-77976.40331118242]
[160732.66122165407],[116071.05758477177],[0.0],[10705.829054544603],[-33955.77458233769]
[209231.21127726394],[77122.6667507961],[0.0],[11173.533000000003],[-120935.01152646783]
[161328.69855148531],[89201.90269192362],[0.0],[11138.440460916689],[-60988.35539864501]
[176532.1613083359],[111406.27095272107],[0.0],[10879.729039030615],[-54246.16131658421]
[145710.70611906276],[70013.04161767224],[0.0],[10702.7944454027],[-64994.87005598782]
[148842.34431766198],[92915.55024806243],[0.0],[10379.502000000002],[-45547.29206959954]
[167594.1626984545],[78601.5674179352],[0.0],[9701.873782395194],[-79290.72149812408]
[143158.30637762247],[64894.98745214265],[0.0],[10916.105406372088],[-67347.21351910773]
[161744.28373327438],[73952.23253194675],[0.0],[10650.969000000001],[-77141.08220132763]
[147080.15720193923],[74443.46627462596],[0.0],[10228.163054544602],[-62408.52787276867]
[142831.5324869578],[91031.76456735643],[0.0],[10474.4194454027],[-41325.34847419866]
[136561.66443874434],[77739.87767688888],[0.0],[10129.3894454027],[-48692.397316452756]
[143204.28698097126],[109306.5538812641],[0.0],[9663.966445402699],[-24233.76665430446]
[151608.06808636372],[86781.19298516134],[0.0],[9401.574],[-55425.30110120238]
[153611.98067807473],[80873.85652335254],[0.0],[10424.197039030614],[-62313.92711569158]
[148257.24494760184],[72286.99845628804],[0.0],[10525.788],[-65444.458491313795]
[157436.02796413854],[81062.80410710166],[0.0],[10525.736406372085],[-65847.48745066479]
[176322.82732044405],[86174.31921697718],[0.0],[10453.682054544603],[-79694.82604892226]
[138265.33548001165],[33876.88233421524],[0.0],[10034.367],[-94354.0861457964]
[166056.31223731444],[104152.46811244963],[0.0],[9570.915445402701],[-52332.928679462115]
[149911.5257917705],[116496.11468303861],[0.0],[9153.583460916689],[-24261.827647815182]
[152557.1575715689],[70092.5644982726],[0.0],[10545.539406372087],[-71919.05366692423]
[155665.06868634085],[129941.80279055441],[0.0],[10343.221039030614],[-15380.04485675582]
[154582.4875453971],[80219.39776344484],[0.0],[10544.548039030615],[-63818.54174292165]
[164648.63692732513],[79408.77800277653],[0.0],[10386.936000000002],[-74852.9229245486]
[147157.96281784648],[75586.40623726443],[0.0],[10212.416406372087],[-61359.14017420997]
