DemandCost,GenerationRevenue,RegUpRev,RegDownRev,RevenueTotal
[141671.4289101681],[65257.94378011692],[0.0],[10521.872406372087],[-65891.61272367908]
[149575.23342451476],[71146.48866567895],[0.0],[10179.589039030614],[-68249.1557198052]
[165478.96074261118],[78327.97243142876],[0.0],[9174.585],[-77976.40331118242]
[160732.66122165407],[116071.05758477177],[0.0],[10705.829054544603],[-33955.77458233769]
[209231.21127726394],[77122.6667507961],[0.0],[11173.533000000003],[-120935.01152646783]
[161328.69855148531],[89201.90269192362],[0.0],[11138.440460916689],[-60988.35539864501]
[176532.1613083359],[111406.27095272107],[0.0],[10879.729039030615],[-54246.16131658421]
[145710.70611906276],[70013.04161767224],[0.0],[10702.7944454027],[-64994.87005598782]
[148842.34431766198],[92915.55024806243],[0.0],[10379.502000000002],[-45547.29206959954]
[167594.1626984545],[78601.5674179352],[0.0],[9701.873782395194],[-79290.72149812408]
[143158.30637762247],[64894.98745214265],[0.0],[10916.105406372088],[-67347.21351910773]
[161744.28373327438],[73952.23253194675],[0.0],[10650.969000000001],[-77141.08220132763]
