DemandCost,GenerationRevenue,RegUpRev,RegDownRev,RevenueTotal
[681128.2965222651],[459283.19978944905],[0.0],[9626.79976637668],[-212218.29696643935]
[563363.5298521585],[329107.5998245616],[0.0],[9627.548719827577],[-224628.38130776933]
[644012.5178443709],[415393.2294067615],[0.0],[9216.438],[-219402.85043760942]
[0.0],[0.0],[0.0],[0.0],[0.0]
[1041845.5021688682],[999630.6845505779],[0.0],[9877.434000000001],[-32337.383618290303]
[978367.463656748],[587939.1122201738],[0.0],[9994.761766376683],[-380433.58967019746]
[819077.5975859961],[405140.35067847307],[0.0],[9549.540719827583],[-404387.7061876955]
[7839.003263608346],[6450041.808976199],[0.0],[9110.298486204254],[6451313.104198794]
[600418.5971716344],[300908.1226504274],[0.0],[8861.958],[-290648.51652120706]
[519347.4048872931],[262654.8725821545],[0.0],[8236.158719827576],[-248456.373585311]
[485897.51941729285],[247486.34902341387],[0.0],[8032.28376637668],[-230378.8866275023]
[770687.5847150534],[473884.7891934184],[0.0],[9243.374000000005],[-287559.421521635]
[1236896.22810151],[1174305.7073337112],[0.0],[9751.308000000008],[-52839.21276779892]
[1077718.7704242568],[1113271.8605141253],[0.0],[10311.204486204253],[45864.29457607283]
[739099.4774734593],[535310.3952768922],[0.0],[10445.954486204255],[-193343.12771036278]
[635803.3502059777],[464747.4413390712],[0.0],[9969.884486204255],[-161086.02438070223]
[526406.9692374568],[301042.2823905231],[0.0],[8533.224719827576],[-216831.4621271061]
[5932.455764383543],[6528632.602665836],[0.0],[7968.310719827575],[6530668.45762128]
