"","INTERVALSTARTTIME_GMT","INTERVALENDTIME_GMT","SLRS_TYPE","OPR_DT","OPR_HR","OPR_INTERVAL","MARKET_RUN_ID","TAC_ZONE_NAME","SCHEDULE","XML_DATA_ITEM","POS","MW","GROUP"
"1","2019-04-22T08:15:00-00:00","2019-04-22T08:20:00-00:00","ALL","2019-04-22",2,4,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,23488.42,1
"2","2019-04-22T09:15:00-00:00","2019-04-22T09:20:00-00:00","ALL","2019-04-22",3,4,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,23524.94,1
"3","2019-04-22T10:10:00-00:00","2019-04-22T10:15:00-00:00","ALL","2019-04-22",4,3,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,24649.15,1
"4","2019-04-22T10:25:00-00:00","2019-04-22T10:30:00-00:00","ALL","2019-04-22",4,6,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,24625.11,1
"5","2019-04-22T11:30:00-00:00","2019-04-22T11:35:00-00:00","ALL","2019-04-22",5,7,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,23921,1
"6","2019-04-22T11:45:00-00:00","2019-04-22T11:50:00-00:00","ALL","2019-04-22",5,10,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,23702.81,1
"7","2019-04-22T13:25:00-00:00","2019-04-22T13:30:00-00:00","ALL","2019-04-22",7,6,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,28876.19,1
"8","2019-04-22T14:05:00-00:00","2019-04-22T14:10:00-00:00","ALL","2019-04-22",8,2,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,28821.62,1
"9","2019-04-22T14:40:00-00:00","2019-04-22T14:45:00-00:00","ALL","2019-04-22",8,9,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,31578.37,1
"10","2019-04-22T15:15:00-00:00","2019-04-22T15:20:00-00:00","ALL","2019-04-22",9,4,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,27801.51,1
"11","2019-04-22T15:45:00-00:00","2019-04-22T15:50:00-00:00","ALL","2019-04-22",9,10,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,28038.04,1
"12","2019-04-22T16:35:00-00:00","2019-04-22T16:40:00-00:00","ALL","2019-04-22",10,8,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,27648.47,1
"13","2019-04-22T17:15:00-00:00","2019-04-22T17:20:00-00:00","ALL","2019-04-22",11,4,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,27980.13,1
