"","INTERVALSTARTTIME_GMT","INTERVALENDTIME_GMT","SLRS_TYPE","OPR_DT","OPR_HR","OPR_INTERVAL","MARKET_RUN_ID","TAC_ZONE_NAME","SCHEDULE","XML_DATA_ITEM","POS","MW","GROUP"
"1","2019-07-30T08:40:00-00:00","2019-07-30T08:45:00-00:00","ALL","2019-07-30",2,9,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,25096.96,1
"2","2019-07-30T10:05:00-00:00","2019-07-30T10:10:00-00:00","ALL","2019-07-30",4,2,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,25973.23,1
"3","2019-07-30T10:30:00-00:00","2019-07-30T10:35:00-00:00","ALL","2019-07-30",4,7,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,25761.42,1
"4","2019-07-30T12:10:00-00:00","2019-07-30T12:15:00-00:00","ALL","2019-07-30",6,3,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,26896.4,1
"5","2019-07-30T12:55:00-00:00","2019-07-30T13:00:00-00:00","ALL","2019-07-30",6,12,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,27947.84,1
"6","2019-07-30T13:05:00-00:00","2019-07-30T13:10:00-00:00","ALL","2019-07-30",7,2,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,28344.55,1
"7","2019-07-30T13:45:00-00:00","2019-07-30T13:50:00-00:00","ALL","2019-07-30",7,10,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,28481.97,1
"8","2019-07-30T14:00:00-00:00","2019-07-30T14:05:00-00:00","ALL","2019-07-30",8,1,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,27898.13,1
"9","2019-07-30T14:40:00-00:00","2019-07-30T14:45:00-00:00","ALL","2019-07-30",8,9,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,25979.05,1
"10","2019-07-30T14:45:00-00:00","2019-07-30T14:50:00-00:00","ALL","2019-07-30",8,10,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,25971.28,1
"11","2019-07-30T16:10:00-00:00","2019-07-30T16:15:00-00:00","ALL","2019-07-30",10,3,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,25930.42,1
"12","2019-07-30T16:40:00-00:00","2019-07-30T16:45:00-00:00","ALL","2019-07-30",10,9,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,26574.18,1
"13","2019-07-30T17:15:00-00:00","2019-07-30T17:20:00-00:00","ALL","2019-07-30",11,4,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,27254.75,1
"14","2019-07-30T17:20:00-00:00","2019-07-30T17:25:00-00:00","ALL","2019-07-30",11,5,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,27241.43,1
"15","2019-07-30T17:25:00-00:00","2019-07-30T17:30:00-00:00","ALL","2019-07-30",11,6,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,27108.18,1
"16","2019-07-30T17:45:00-00:00","2019-07-30T17:50:00-00:00","ALL","2019-07-30",11,10,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,26719.85,1
"17","2019-07-30T19:25:00-00:00","2019-07-30T19:30:00-00:00","ALL","2019-07-30",13,6,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,30732.04,1
"18","2019-07-30T21:20:00-00:00","2019-07-30T21:25:00-00:00","ALL","2019-07-30",15,5,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,33016.18,1
