"","INTERVALSTARTTIME_GMT","INTERVALENDTIME_GMT","SLRS_TYPE","OPR_DT","OPR_HR","OPR_INTERVAL","MARKET_RUN_ID","TAC_ZONE_NAME","SCHEDULE","XML_DATA_ITEM","POS","MW","GROUP"
"1","2019-06-19T08:00:00-00:00","2019-06-19T08:05:00-00:00","ALL","2019-06-19",2,1,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,25657.76,1
"2","2019-06-19T08:45:00-00:00","2019-06-19T08:50:00-00:00","ALL","2019-06-19",2,10,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,24915.08,1
"3","2019-06-19T09:25:00-00:00","2019-06-19T09:30:00-00:00","ALL","2019-06-19",3,6,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,25297.94,1
"4","2019-06-19T10:20:00-00:00","2019-06-19T10:25:00-00:00","ALL","2019-06-19",4,5,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,24298.52,1
"5","2019-06-19T10:40:00-00:00","2019-06-19T10:45:00-00:00","ALL","2019-06-19",4,9,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,24350.5,1
"6","2019-06-19T11:05:00-00:00","2019-06-19T11:10:00-00:00","ALL","2019-06-19",5,2,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,25199.38,1
"7","2019-06-19T11:45:00-00:00","2019-06-19T11:50:00-00:00","ALL","2019-06-19",5,10,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,25494.37,1
"8","2019-06-19T12:00:00-00:00","2019-06-19T12:05:00-00:00","ALL","2019-06-19",6,1,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,25722.62,1
"9","2019-06-19T13:15:00-00:00","2019-06-19T13:20:00-00:00","ALL","2019-06-19",7,4,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,29403.37,1
"10","2019-06-19T14:00:00-00:00","2019-06-19T14:05:00-00:00","ALL","2019-06-19",8,1,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,26702.2,1
"11","2019-06-19T14:35:00-00:00","2019-06-19T14:40:00-00:00","ALL","2019-06-19",8,8,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,25513.78,1
"12","2019-06-19T14:55:00-00:00","2019-06-19T15:00:00-00:00","ALL","2019-06-19",8,12,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,26069.35,1
"13","2019-06-19T15:05:00-00:00","2019-06-19T15:10:00-00:00","ALL","2019-06-19",9,2,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,26096.43,1
"14","2019-06-19T15:10:00-00:00","2019-06-19T15:15:00-00:00","ALL","2019-06-19",9,3,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,26335.93,1
"15","2019-06-19T15:50:00-00:00","2019-06-19T15:55:00-00:00","ALL","2019-06-19",9,11,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,25570.43,1
"16","2019-06-19T16:30:00-00:00","2019-06-19T16:35:00-00:00","ALL","2019-06-19",10,7,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,27527.91,1
"17","2019-06-19T18:10:00-00:00","2019-06-19T18:15:00-00:00","ALL","2019-06-19",12,3,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,27894.41,1
"18","2019-06-19T18:40:00-00:00","2019-06-19T18:45:00-00:00","ALL","2019-06-19",12,9,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,27952.46,1
"19","2019-06-19T21:10:00-00:00","2019-06-19T21:15:00-00:00","ALL","2019-06-19",15,3,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,29014.99,1
"20","2019-06-19T21:20:00-00:00","2019-06-19T21:25:00-00:00","ALL","2019-06-19",15,5,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,28498.04,1
