"","INTERVALSTARTTIME_GMT","INTERVALENDTIME_GMT","SLRS_TYPE","OPR_DT","OPR_HR","OPR_INTERVAL","MARKET_RUN_ID","TAC_ZONE_NAME","SCHEDULE","XML_DATA_ITEM","POS","MW","GROUP"
"1","2019-11-25T08:40:00-00:00","2019-11-25T08:45:00-00:00","ALL","2019-11-25",1,9,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,24117.4,1
"2","2019-11-25T08:45:00-00:00","2019-11-25T08:50:00-00:00","ALL","2019-11-25",1,10,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,24179.7,1
"3","2019-11-25T09:15:00-00:00","2019-11-25T09:20:00-00:00","ALL","2019-11-25",2,4,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,23972.26,1
"4","2019-11-25T10:05:00-00:00","2019-11-25T10:10:00-00:00","ALL","2019-11-25",3,2,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,23453.73,1
"5","2019-11-25T10:15:00-00:00","2019-11-25T10:20:00-00:00","ALL","2019-11-25",3,4,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,23398.12,1
"6","2019-11-25T10:20:00-00:00","2019-11-25T10:25:00-00:00","ALL","2019-11-25",3,5,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,23409.21,1
"7","2019-11-25T10:35:00-00:00","2019-11-25T10:40:00-00:00","ALL","2019-11-25",3,8,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,23403.44,1
"8","2019-11-25T10:45:00-00:00","2019-11-25T10:50:00-00:00","ALL","2019-11-25",3,10,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,23284.13,1
"9","2019-11-25T11:00:00-00:00","2019-11-25T11:05:00-00:00","ALL","2019-11-25",4,1,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,23773.85,1
"10","2019-11-25T11:15:00-00:00","2019-11-25T11:20:00-00:00","ALL","2019-11-25",4,4,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,24228.73,1
"11","2019-11-25T11:45:00-00:00","2019-11-25T11:50:00-00:00","ALL","2019-11-25",4,10,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,24115.62,1
"12","2019-11-25T13:10:00-00:00","2019-11-25T13:15:00-00:00","ALL","2019-11-25",6,3,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,26248.68,1
"13","2019-11-25T13:25:00-00:00","2019-11-25T13:30:00-00:00","ALL","2019-11-25",6,6,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,26236.08,1
"14","2019-11-25T14:45:00-00:00","2019-11-25T14:50:00-00:00","ALL","2019-11-25",7,10,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,29805.84,1
"15","2019-11-25T15:50:00-00:00","2019-11-25T15:55:00-00:00","ALL","2019-11-25",8,11,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,29242.96,1
"16","2019-11-25T15:55:00-00:00","2019-11-25T16:00:00-00:00","ALL","2019-11-25",8,12,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,29050.27,1
"17","2019-11-25T16:15:00-00:00","2019-11-25T16:20:00-00:00","ALL","2019-11-25",9,4,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,28254.93,1
"18","2019-11-25T17:10:00-00:00","2019-11-25T17:15:00-00:00","ALL","2019-11-25",10,3,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,28658.27,1
"19","2019-11-25T17:40:00-00:00","2019-11-25T17:45:00-00:00","ALL","2019-11-25",10,9,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,30008.63,1
"20","2019-11-25T18:20:00-00:00","2019-11-25T18:25:00-00:00","ALL","2019-11-25",11,5,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,29830.32,1
"21","2019-11-25T19:30:00-00:00","2019-11-25T19:35:00-00:00","ALL","2019-11-25",12,7,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,29425.1,1
"22","2019-11-25T19:40:00-00:00","2019-11-25T19:45:00-00:00","ALL","2019-11-25",12,9,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,29212.37,1
"23","2019-11-25T21:20:00-00:00","2019-11-25T21:25:00-00:00","ALL","2019-11-25",14,5,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,27892.2,1
"24","2019-11-25T21:25:00-00:00","2019-11-25T21:30:00-00:00","ALL","2019-11-25",14,6,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,27865.33,1
"25","2019-11-25T22:55:00-00:00","2019-11-25T23:00:00-00:00","ALL","2019-11-25",15,12,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,27720.35,1
"26","2019-11-25T23:55:00-00:00","2019-11-26T00:00:00-00:00","ALL","2019-11-25",16,12,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,29948.48,1
"27","2019-11-26T00:05:00-00:00","2019-11-26T00:10:00-00:00","ALL","2019-11-25",17,2,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,31096.53,1
"28","2019-11-26T01:50:00-00:00","2019-11-26T01:55:00-00:00","ALL","2019-11-25",18,11,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,33077.53,1
"29","2019-11-26T02:40:00-00:00","2019-11-26T02:45:00-00:00","ALL","2019-11-25",19,9,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,32532.92,1
"30","2019-11-26T03:50:00-00:00","2019-11-26T03:55:00-00:00","ALL","2019-11-25",20,11,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,31379.11,1
"31","2019-11-26T04:00:00-00:00","2019-11-26T04:05:00-00:00","ALL","2019-11-25",21,1,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,30836.4,1
"32","2019-11-26T04:50:00-00:00","2019-11-26T04:55:00-00:00","ALL","2019-11-25",21,11,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,30382.06,1
"33","2019-11-26T05:20:00-00:00","2019-11-26T05:25:00-00:00","ALL","2019-11-25",22,5,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,29164.22,1
"34","2019-11-26T06:00:00-00:00","2019-11-26T06:05:00-00:00","ALL","2019-11-25",23,1,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,26549.37,1
"35","2019-11-26T06:05:00-00:00","2019-11-26T06:10:00-00:00","ALL","2019-11-25",23,2,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,25755.08,1
"36","2019-11-26T06:55:00-00:00","2019-11-26T07:00:00-00:00","ALL","2019-11-25",23,12,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,24803.02,1
"37","2019-11-26T07:20:00-00:00","2019-11-26T07:25:00-00:00","ALL","2019-11-25",24,5,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,24155.7,1
"38","2019-11-26T07:25:00-00:00","2019-11-26T07:30:00-00:00","ALL","2019-11-25",24,6,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,24041.19,1
"39","2019-11-26T07:45:00-00:00","2019-11-26T07:50:00-00:00","ALL","2019-11-25",24,10,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,23676.86,1
"40","2019-11-26T07:50:00-00:00","2019-11-26T07:55:00-00:00","ALL","2019-11-25",24,11,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,23257.61,1
"41","2019-11-25T08:15:00-00:00","2019-11-25T08:20:00-00:00","ALL","2019-11-25",1,4,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,24332.96,1
"42","2019-11-25T09:10:00-00:00","2019-11-25T09:15:00-00:00","ALL","2019-11-25",2,3,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,24054.51,1
"43","2019-11-25T10:10:00-00:00","2019-11-25T10:15:00-00:00","ALL","2019-11-25",3,3,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,23275,1
"44","2019-11-25T11:30:00-00:00","2019-11-25T11:35:00-00:00","ALL","2019-11-25",4,7,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,24131.97,1
"45","2019-11-25T11:40:00-00:00","2019-11-25T11:45:00-00:00","ALL","2019-11-25",4,9,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,24059.8,1
"46","2019-11-25T11:55:00-00:00","2019-11-25T12:00:00-00:00","ALL","2019-11-25",4,12,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,24423.76,1
"47","2019-11-25T13:55:00-00:00","2019-11-25T14:00:00-00:00","ALL","2019-11-25",6,12,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,27533.16,1
"48","2019-11-25T14:00:00-00:00","2019-11-25T14:05:00-00:00","ALL","2019-11-25",7,1,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,28308.38,1
"49","2019-11-25T14:10:00-00:00","2019-11-25T14:15:00-00:00","ALL","2019-11-25",7,3,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,29832.18,1
"50","2019-11-25T14:20:00-00:00","2019-11-25T14:25:00-00:00","ALL","2019-11-25",7,5,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,30119.43,1
"51","2019-11-25T14:40:00-00:00","2019-11-25T14:45:00-00:00","ALL","2019-11-25",7,9,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,30047.99,1
"52","2019-11-25T14:50:00-00:00","2019-11-25T14:55:00-00:00","ALL","2019-11-25",7,11,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,29624.94,1
"53","2019-11-25T15:15:00-00:00","2019-11-25T15:20:00-00:00","ALL","2019-11-25",8,4,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,29290.28,1
"54","2019-11-25T16:25:00-00:00","2019-11-25T16:30:00-00:00","ALL","2019-11-25",9,6,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,28524.03,1
"55","2019-11-25T16:55:00-00:00","2019-11-25T17:00:00-00:00","ALL","2019-11-25",9,12,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,29421.87,1
"56","2019-11-25T17:35:00-00:00","2019-11-25T17:40:00-00:00","ALL","2019-11-25",10,8,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,29665.35,1
"57","2019-11-25T19:20:00-00:00","2019-11-25T19:25:00-00:00","ALL","2019-11-25",12,5,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,29372.78,1
"58","2019-11-25T19:50:00-00:00","2019-11-25T19:55:00-00:00","ALL","2019-11-25",12,11,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,29181.56,1
"59","2019-11-25T20:15:00-00:00","2019-11-25T20:20:00-00:00","ALL","2019-11-25",13,4,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,28846.3,1
"60","2019-11-25T20:25:00-00:00","2019-11-25T20:30:00-00:00","ALL","2019-11-25",13,6,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,28572.91,1
"61","2019-11-25T21:50:00-00:00","2019-11-25T21:55:00-00:00","ALL","2019-11-25",14,11,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,27306.29,1
"62","2019-11-25T22:05:00-00:00","2019-11-25T22:10:00-00:00","ALL","2019-11-25",15,2,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,28169.83,1
"63","2019-11-25T22:30:00-00:00","2019-11-25T22:35:00-00:00","ALL","2019-11-25",15,7,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,27168.55,1
"64","2019-11-25T23:40:00-00:00","2019-11-25T23:45:00-00:00","ALL","2019-11-25",16,9,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,29208.31,1
"65","2019-11-25T23:50:00-00:00","2019-11-25T23:55:00-00:00","ALL","2019-11-25",16,11,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,29597.18,1
"66","2019-11-26T00:20:00-00:00","2019-11-26T00:25:00-00:00","ALL","2019-11-25",17,5,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,31839.19,1
"67","2019-11-26T02:35:00-00:00","2019-11-26T02:40:00-00:00","ALL","2019-11-25",19,8,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,32565.35,1
"68","2019-11-26T03:05:00-00:00","2019-11-26T03:10:00-00:00","ALL","2019-11-25",20,2,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,31744.3,1
"69","2019-11-26T03:55:00-00:00","2019-11-26T04:00:00-00:00","ALL","2019-11-25",20,12,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,31177.65,1
"70","2019-11-26T04:30:00-00:00","2019-11-26T04:35:00-00:00","ALL","2019-11-25",21,7,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,30852.51,1
"71","2019-11-26T05:10:00-00:00","2019-11-26T05:15:00-00:00","ALL","2019-11-25",22,3,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,29126.35,1
"72","2019-11-26T07:05:00-00:00","2019-11-26T07:10:00-00:00","ALL","2019-11-25",24,2,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,24668.95,1
"73","2019-11-26T07:10:00-00:00","2019-11-26T07:15:00-00:00","ALL","2019-11-25",24,3,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,24406.18,1
"74","2019-11-26T07:15:00-00:00","2019-11-26T07:20:00-00:00","ALL","2019-11-25",24,4,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,24191.04,1
"75","2019-11-25T09:20:00-00:00","2019-11-25T09:25:00-00:00","ALL","2019-11-25",2,5,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,24259.27,1
"76","2019-11-25T09:40:00-00:00","2019-11-25T09:45:00-00:00","ALL","2019-11-25",2,9,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,24043.92,1
"77","2019-11-25T09:50:00-00:00","2019-11-25T09:55:00-00:00","ALL","2019-11-25",2,11,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,23766.02,1
"78","2019-11-25T10:00:00-00:00","2019-11-25T10:05:00-00:00","ALL","2019-11-25",3,1,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,23834.26,1
"79","2019-11-25T11:25:00-00:00","2019-11-25T11:30:00-00:00","ALL","2019-11-25",4,6,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,24223.04,1
"80","2019-11-25T12:40:00-00:00","2019-11-25T12:45:00-00:00","ALL","2019-11-25",5,9,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,24474.37,1
"81","2019-11-25T12:55:00-00:00","2019-11-25T13:00:00-00:00","ALL","2019-11-25",5,12,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,25263.23,1
"82","2019-11-25T13:15:00-00:00","2019-11-25T13:20:00-00:00","ALL","2019-11-25",6,4,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,26086.55,1
"83","2019-11-25T13:40:00-00:00","2019-11-25T13:45:00-00:00","ALL","2019-11-25",6,9,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,25820.83,1
"84","2019-11-25T14:05:00-00:00","2019-11-25T14:10:00-00:00","ALL","2019-11-25",7,2,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,29333.96,1
"85","2019-11-25T15:25:00-00:00","2019-11-25T15:30:00-00:00","ALL","2019-11-25",8,6,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,29001.16,1
"86","2019-11-25T15:40:00-00:00","2019-11-25T15:45:00-00:00","ALL","2019-11-25",8,9,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,28966.05,1
"87","2019-11-25T17:00:00-00:00","2019-11-25T17:05:00-00:00","ALL","2019-11-25",10,1,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,29059.53,1
