"","INTERVALSTARTTIME_GMT","INTERVALENDTIME_GMT","SLRS_TYPE","OPR_DT","OPR_HR","OPR_INTERVAL","MARKET_RUN_ID","TAC_ZONE_NAME","SCHEDULE","XML_DATA_ITEM","POS","MW","GROUP"
"1","2019-01-03T08:35:00-00:00","2019-01-03T08:40:00-00:00","ALL","2019-01-03",1,8,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,28751.55,1
"2","2019-01-03T08:55:00-00:00","2019-01-03T09:00:00-00:00","ALL","2019-01-03",1,12,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,28351.33,1
"3","2019-01-03T09:30:00-00:00","2019-01-03T09:35:00-00:00","ALL","2019-01-03",2,7,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,28455.58,1
"4","2019-01-03T09:55:00-00:00","2019-01-03T10:00:00-00:00","ALL","2019-01-03",2,12,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,27983.09,1
"5","2019-01-03T10:20:00-00:00","2019-01-03T10:25:00-00:00","ALL","2019-01-03",3,5,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,28120,1
"6","2019-01-03T10:55:00-00:00","2019-01-03T11:00:00-00:00","ALL","2019-01-03",3,12,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,28345.39,1
"7","2019-01-03T12:20:00-00:00","2019-01-03T12:25:00-00:00","ALL","2019-01-03",5,5,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,29454.98,1
"8","2019-01-03T12:35:00-00:00","2019-01-03T12:40:00-00:00","ALL","2019-01-03",5,8,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,29041.98,1
"9","2019-01-03T13:05:00-00:00","2019-01-03T13:10:00-00:00","ALL","2019-01-03",6,2,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,30779.15,1
"10","2019-01-03T13:20:00-00:00","2019-01-03T13:25:00-00:00","ALL","2019-01-03",6,5,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,31266.25,1
"11","2019-01-03T13:45:00-00:00","2019-01-03T13:50:00-00:00","ALL","2019-01-03",6,10,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,31550.4,1
"12","2019-01-03T14:40:00-00:00","2019-01-03T14:45:00-00:00","ALL","2019-01-03",7,9,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,34449.61,1
"13","2019-01-03T16:05:00-00:00","2019-01-03T16:10:00-00:00","ALL","2019-01-03",9,2,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,30812.02,1
"14","2019-01-03T16:25:00-00:00","2019-01-03T16:30:00-00:00","ALL","2019-01-03",9,6,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,30088.38,1
"15","2019-01-03T17:10:00-00:00","2019-01-03T17:15:00-00:00","ALL","2019-01-03",10,3,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,28720.53,1
"16","2019-01-03T17:50:00-00:00","2019-01-03T17:55:00-00:00","ALL","2019-01-03",10,11,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,28373.42,1
"17","2019-01-03T18:00:00-00:00","2019-01-03T18:05:00-00:00","ALL","2019-01-03",11,1,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,28194.49,1
"18","2019-01-03T18:10:00-00:00","2019-01-03T18:15:00-00:00","ALL","2019-01-03",11,3,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,27969.98,1
"19","2019-01-03T19:05:00-00:00","2019-01-03T19:10:00-00:00","ALL","2019-01-03",12,2,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,27354.67,1
"20","2019-01-03T20:05:00-00:00","2019-01-03T20:10:00-00:00","ALL","2019-01-03",13,2,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,26500.49,1
