"","INTERVALSTARTTIME_GMT","INTERVALENDTIME_GMT","SLRS_TYPE","OPR_DT","OPR_HR","OPR_INTERVAL","MARKET_RUN_ID","TAC_ZONE_NAME","SCHEDULE","XML_DATA_ITEM","POS","MW","GROUP"
"1","2019-03-30T08:25:00-00:00","2019-03-30T08:30:00-00:00","ALL","2019-03-30",2,6,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,23888.3,1
"2","2019-03-30T09:10:00-00:00","2019-03-30T09:15:00-00:00","ALL","2019-03-30",3,3,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,22831.68,1
"3","2019-03-30T09:40:00-00:00","2019-03-30T09:45:00-00:00","ALL","2019-03-30",3,9,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,22849.82,1
"4","2019-03-30T10:10:00-00:00","2019-03-30T10:15:00-00:00","ALL","2019-03-30",4,3,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,22763.28,1
"5","2019-03-30T10:20:00-00:00","2019-03-30T10:25:00-00:00","ALL","2019-03-30",4,5,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,22714.09,1
"6","2019-03-30T11:20:00-00:00","2019-03-30T11:25:00-00:00","ALL","2019-03-30",5,5,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,22239.4,1
"7","2019-03-30T11:25:00-00:00","2019-03-30T11:30:00-00:00","ALL","2019-03-30",5,6,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,22257.76,1
"8","2019-03-30T12:40:00-00:00","2019-03-30T12:45:00-00:00","ALL","2019-03-30",6,9,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,24033.04,1
"9","2019-03-30T13:25:00-00:00","2019-03-30T13:30:00-00:00","ALL","2019-03-30",7,6,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,26291.23,1
"10","2019-03-30T14:00:00-00:00","2019-03-30T14:05:00-00:00","ALL","2019-03-30",8,1,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,26532.2,1
"11","2019-03-30T14:10:00-00:00","2019-03-30T14:15:00-00:00","ALL","2019-03-30",8,3,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,26783.56,1
"12","2019-03-30T14:30:00-00:00","2019-03-30T14:35:00-00:00","ALL","2019-03-30",8,7,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,26026.65,1
"13","2019-03-30T14:55:00-00:00","2019-03-30T15:00:00-00:00","ALL","2019-03-30",8,12,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,26256.93,1
"14","2019-03-30T15:30:00-00:00","2019-03-30T15:35:00-00:00","ALL","2019-03-30",9,7,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,26841.4,1
"15","2019-03-30T15:35:00-00:00","2019-03-30T15:40:00-00:00","ALL","2019-03-30",9,8,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,26904.98,1
"16","2019-03-30T15:45:00-00:00","2019-03-30T15:50:00-00:00","ALL","2019-03-30",9,10,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,27472.82,1
"17","2019-03-30T16:05:00-00:00","2019-03-30T16:10:00-00:00","ALL","2019-03-30",10,2,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,27153.98,1
"18","2019-03-30T19:05:00-00:00","2019-03-30T19:10:00-00:00","ALL","2019-03-30",13,2,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,26445.14,1
"19","2019-03-30T19:30:00-00:00","2019-03-30T19:35:00-00:00","ALL","2019-03-30",13,7,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,26294.43,1
"20","2019-03-30T19:35:00-00:00","2019-03-30T19:40:00-00:00","ALL","2019-03-30",13,8,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,26303.75,1
"21","2019-03-30T19:40:00-00:00","2019-03-30T19:45:00-00:00","ALL","2019-03-30",13,9,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,26334.44,1
"22","2019-03-30T19:50:00-00:00","2019-03-30T19:55:00-00:00","ALL","2019-03-30",13,11,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,26399.21,1
"23","2019-03-30T20:20:00-00:00","2019-03-30T20:25:00-00:00","ALL","2019-03-30",14,5,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,26413.23,1
"24","2019-03-30T20:35:00-00:00","2019-03-30T20:40:00-00:00","ALL","2019-03-30",14,8,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,26573.27,1
"25","2019-03-30T20:40:00-00:00","2019-03-30T20:45:00-00:00","ALL","2019-03-30",14,9,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,26593.83,1
"26","2019-03-30T21:25:00-00:00","2019-03-30T21:30:00-00:00","ALL","2019-03-30",15,6,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,26423.64,1
"27","2019-03-30T22:15:00-00:00","2019-03-30T22:20:00-00:00","ALL","2019-03-30",16,4,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,26685.13,1
"28","2019-03-30T23:05:00-00:00","2019-03-30T23:10:00-00:00","ALL","2019-03-30",17,2,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,26647.19,1
"29","2019-03-31T00:55:00-00:00","2019-03-31T01:00:00-00:00","ALL","2019-03-30",18,12,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,25917.01,1
"30","2019-03-31T01:25:00-00:00","2019-03-31T01:30:00-00:00","ALL","2019-03-30",19,6,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,27467.15,1
"31","2019-03-31T02:25:00-00:00","2019-03-31T02:30:00-00:00","ALL","2019-03-30",20,6,"RTM","Caiso_Totals","Import","ISO_TOT_IMP_MW",2,27830.76,1
