DemandCost,GenerationRevenue,RegUpRev,RegDownRev,RevenueTotal
163026.12497980963,69582.47584733904,0.0,10811.38646091669,-82632.2626715539
127356.48752835419,120380.89679234057,0.0,11209.353750000002,4233.763013986376
148595.774213018,90371.49537550136,0.0,11261.271,-46963.00783751666
146311.0677643164,80322.1592650593,0.0,11085.887054544606,-54903.02144471249
176735.40367206128,79352.4868511931,0.0,10436.840054544602,-86946.07676632357
144844.8826823252,137097.30483950494,0.0,10480.260000000002,2732.682157179748
199081.8953459051,162724.55165553564,0.0,11980.458000000002,-24376.88569036944
140054.1428897516,118475.49985715668,0.0,11882.525406372088,-9696.117626222811
132126.48544154345,118173.84718016423,0.0,11039.448,-2913.190261379219
140115.96088586393,80784.95149052402,0.0,10990.413,-48340.596395339904
