Hour,pr_e,pr_fre_u,pr_fre_d
0,31.97468286457417,20.0,20.0
1,31.97468286457417,20.0,20.0
2,31.97468286457417,20.0,20.0
3,31.97468286457417,20.0,20.0
4,31.97468286457417,20.0,20.0
5,31.97468286457417,20.0,20.0
6,31.97468286457417,20.0,20.0
7,31.97468286457417,20.0,20.0
8,31.97468286457417,20.0,20.0
9,31.97468286457417,20.0,20.0
10,31.97468286457417,20.0,20.0
11,31.97468286457417,20.0,20.0
12,31.97468286457417,20.0,20.0
13,31.97468286457417,20.0,20.0
14,31.97468286457417,20.0,20.0
15,32.87968106,20.0,20.0
16,35.342703379999996,20.0,20.0
17,37.97282071,20.0,20.0
18,38.00006176,20.0,20.0
19,35.07610206,20.0,20.0
20,35.07610206,20.0,20.0
21,31.97468286457417,20.0,20.0
22,31.97468286457417,20.0,20.0
23,31.97468286457417,20.0,20.0
24,31.97468286457417,20.0,20.0
