Hour,pr_e,pr_fre_u,pr_fre_d
0,120.0,120.0,120.0
1,120.0,120.0,120.0
2,120.0,120.0,120.0
3,31.986037300000003,120.0,120.0
4,120.0,120.0,120.0
5,120.0,120.0,120.0
6,37.65605994,120.0,120.0
7,120.0,120.0,120.0
8,120.0,120.0,120.0
9,120.0,120.0,120.0
10,120.0,120.0,120.0
11,120.0,120.0,120.0
12,37.65605994,120.0,120.0
13,120.0,120.0,120.0
14,120.0,120.0,120.0
15,120.0,120.0,120.0
16,120.0,120.0,120.0
17,120.0,120.0,120.0
18,120.0,120.0,120.0
19,120.0,120.0,120.0
20,120.0,120.0,120.0
21,120.0,120.0,120.0
22,120.0,120.0,120.0
23,30.522299600000007,120.0,120.0
24,120.0,120.0,120.0
