netload,gen_capacity_veh,regup_capacity_veh,regdown_capacity_veh
0.0,0.0,0.0,0.0
9.792363,0.0,0.0,0.0
0.0,0.0,0.0,0.0
35.53479091062585,0.0,0.0,0.0
9.792363,0.0,0.0,0.0
0.0,0.0,0.0,0.0
257.7917447255817,0.0,0.0,0.0
167.013793308872,0.0,0.0,0.0
535.365251581731,0.0,0.0,0.0
603.1285635031041,0.0,0.0,125.29000000000003
750.5141653058179,0.0,0.0,120.98000000000002
982.7493969490789,0.0,0.0,117.52
1585.831968416353,0.0,0.0,115.45
1939.1255494944655,0.0,0.0,115.46500000000003
2191.2873296010816,0.0,0.0,117.20500000000004
1600.789632587328,0.0,0.0,120.37
3112.0752569913097,0.0,0.0,126.1
0.0,0.0,0.0,137.18
644.515110511269,0.0,0.0,139.29500000000002
495.48362836141973,0.0,0.0,137.375
705.050136,0.0,0.0,134.15
923.2082864997059,0.0,0.0,128.1
0.0,0.0,0.0,120.47500000000068
0.0,0.0,0.0,112.48499999999999
