Hour,pr_e,pr_fre_u,pr_fre_d
0,31.352393390000003,2.660539992,8.0
1,31.352393390000003,2.668058799,8.0
2,31.352393390000003,2.683683448,8.0
3,31.352393390000003,2.685313823,8.0
4,31.352393390000003,2.702922182,8.0
5,31.97468286457417,2.77238652,8.0
6,31.352393390000003,2.659467746,0.001065459
7,31.352393390000003,0.002108919,8.0
8,31.352393390000003,0.002067151,8.0
9,31.352393390000003,0.001861123,8.0
10,31.352393390000003,0.002079945,8.0
11,31.352393390000003,0.002079945,8.0
12,31.352393390000003,0.002108919,8.0
13,31.352393390000003,0.002437053,8.0
14,31.352393390000003,2.54298466,8.0
15,31.352393390000003,2.659590072,8.0
16,32.77530102,2.715263901,8.0
17,35.03417555,3.143417555,8.0
18,48.172500379999995,4.201948021000001,8.0
19,48.172500379999995,3.0591291089999997,8.0
20,69.98519378,8.0,0.001504677
21,69.98519378,4.370250038,8.0
22,69.98519378,3.4373917080000003,8.0
23,83.84930191000001,4.370250038,8.0
