DemandCost,GenerationRevenue,RegUpRev,RegDownRev,RevenueTotal
[284052.68524760316],[355858.8356772881],[0.0],[10811.38646091669],[82617.53689060162]
[165598.26932549977],[134312.56255542708],[0.0],[11210.395039030614],[-20075.31173104208]
[186172.286494039],[125393.54385338139],[0.0],[11262.538039030613],[-49516.20460162699]
[145363.38532101584],[86691.53108333037],[0.0],[11085.753],[-47586.10123768548]
[160426.41422410827],[119769.89061724738],[0.0],[10436.840054544602],[-30219.683552316288]
[182618.25752119164],[144028.64068637142],[0.0],[10480.468460916689],[-28109.148373903532]
[183178.89316831948],[147838.2335856388],[0.0],[11980.458000000002],[-23360.20158268066]
[150036.4418843432],[119476.59506829115],[0.0],[11883.7924454027],[-18676.054370649334]
[158651.58423934644],[123732.08074160056],[0.0],[11039.582054544604],[-23879.92144320128]
[169177.40745114928],[117019.00794724625],[0.0],[10991.680039030614],[-41166.71946487241]
[162742.60520122427],[116487.60202815564],[0.0],[11164.346406372086],[-35090.65676669654]
[173685.91807048512],[87644.1813301743],[0.0],[10333.247054544605],[-75708.48968576622]
