DemandCost,GenerationRevenue,RegUpRev,RegDownRev,RevenueTotal
[168028.24742539244],[77489.12511288568],[0.0],[10804.561460916688],[-79734.56085159007]
[158164.24150617374],[79544.29245725952],[0.0],[10401.447000000002],[-68218.50204891422]
[147309.8326260871],[67972.09975740574],[0.0],[10165.68],[-69172.05286868135]
[212789.4441431965],[86022.33032025106],[0.0],[11240.909054544602],[-115526.20476840084]
[165876.95196755347],[81378.68411271102],[0.0],[11320.848000000002],[-73177.41985484245]
[154942.9798474041],[24506.66022390003],[0.0],[10676.44046091669],[-119759.87916258737]
[174817.77678278973],[121983.50912924395],[0.0],[11359.432039030613],[-41474.83561451518]
[173352.29577657863],[90009.00884811056],[0.0],[11194.250406372088],[-72149.03652209598]
[183313.0438367696],[82230.10901413919],[0.0],[10464.069000000003],[-90618.8658226304]
[159917.51724506367],[79231.92307113444],[0.0],[10296.412039030613],[-70389.18213489861]
[167058.3915857719],[125277.65700865007],[0.0],[11124.916460916695],[-30655.818116205133]
[201892.53843123058],[115890.2304780821],[0.0],[11500.818000000003],[-74501.48995314848]
[168191.61509907385],[83372.58261333214],[0.0],[11592.029054544604],[-73227.00343119711]
[171158.32829796756],[87841.31443867522],[0.0],[11293.328406372086],[-72023.68545292024]
[178846.38057140395],[82837.06937038814],[0.0],[11037.8914454027],[-84971.41975561311]
[159681.88712820617],[85123.03662858397],[0.0],[10193.775445402698],[-64365.0750542195]
[157510.53395344593],[124739.74321687357],[0.0],[10117.093039030617],[-22653.697697541764]
[163728.174316337],[84670.25262977686],[0.0],[10942.603039030615],[-68115.31864752954]
[162854.7604962081],[83014.32675861767],[0.0],[11295.627000000002],[-68544.80673759042]
