netload,gen_capacity_veh,regup_capacity_veh,regdown_capacity_veh
18.858557239845606,0.0,0.0,0.0
50.36072399999999,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
289.44504506902643,0.0,0.0,0.0
201.44289599999996,0.0,0.0,100.72144799999997
151.08217199999999,0.0,0.0,0.0
544.3777503898141,0.0,0.0,155.665
548.0071132212419,0.0,0.0,162.99
814.0445550557057,0.0,0.0,172.33000000000007
1347.9435707589937,0.0,0.0,182.385
1938.8286870585166,0.0,0.0,191.22500000000002
2002.4918178844691,0.0,0.0,197.66
1563.4211531321153,0.0,0.0,202.015
2446.5885810639907,0.0,0.0,203.40500000000003
766.7879426993634,0.0,0.0,199.95000000000016
0.0,0.0,0.0,193.33
288.1908854492153,0.0,0.0,185.705
391.80001643021643,0.0,0.0,173.13500000000005
299.9356706322693,0.0,0.0,157.25500000000005
455.1511723472923,0.0,0.0,143.915
766.8207798781087,0.0,0.0,134.355
