Hour,pr_e,pr_fre_u,pr_fre_d
0,32.26804011117686,2.5429846599080306,8.0
1,32.26804011117686,0.004572635149809374,8.0
2,32.26804011117686,2.5429846599080306,8.0
3,32.26804011117686,2.5429846599080306,8.0
4,32.26804011117686,2.54717333503316,8.0
5,32.26804011117686,2.699937345458107,8.0
6,32.26804011117686,2.6829038174265727,0.0010123572919188203
7,32.26804011117686,2.660691992151889,8.0
8,32.26804011117686,2.659482393782324,0.0010654587888237882
9,32.26804011117686,0.002079945380291471,8.0
10,32.26804011117686,0.002067150639027064,8.0
11,32.26804011117686,0.002079945380291471,8.0
12,32.26804011117686,0.002756115259074556,8.0
13,32.26804011117686,2.5466437961516224,8.0
14,32.26804011117686,2.659482393782324,8.0
15,32.26804011117686,2.6917885123843805,8.0
16,32.26804011117686,2.8024042245225425,8.0
17,34.24201474739951,2.7361192127036897,8.0
18,73.37765390262962,4.411699743119164,0.002067150639027064
19,68.88021262986295,4.411699743119164,0.00186112322224073
20,67.94230760554159,4.411699743119164,8.0
21,67.08531985268733,4.411699743119164,8.0
22,48.58699743119164,3.441988562992075,8.0
23,48.58699743119164,8.0,0.0013327824985744595
