DemandCost,GenerationRevenue,RegUpRev,RegDownRev,RevenueTotal
[102.56863150554089],[6226553.843515616],[0.0],[20131.942189647656],[6246583.217073758]
[676194.9135138632],[399788.561181037],[0.0],[21516.322056650217],[-254890.030276176]
[906667.2635848967],[505931.8812607115],[0.0],[21877.40205665022],[-378857.98026753496]
[1094825.6843694677],[703195.4732727776],[0.0],[22243.68],[-369386.53109669]
[1666158.3001937736],[1037850.2412305347],[0.0],[21531.6],[-606776.4589632389]
[612447.3736448992],[320364.54156184744],[0.0],[21412.222189647655],[-270670.6098934041]
[897454.157443633],[477512.1855992768],[0.0],[20536.122056650216],[-399405.8497877059]
[697463.6034020244],[323242.8073077038],[0.0],[19703.62424629787],[-354517.17184802267]
[596282.7985211142],[362060.593470284],[0.0],[21360.320000000007],[-212861.88505083014]
[843693.5395009837],[456845.78289303597],[0.0],[20948.571889530216],[-365899.18471841747]
[748203.9970879906],[495977.2741716141],[0.0],[22086.862189647658],[-230139.86072672886]
[674864.6949336722],[552104.1046557837],[0.0],[21563.360000000008],[-101197.23027788848]
[562117.4237289863],[318253.0685299527],[0.0],[21437.88000000001],[-222426.47519903356]
[503243.90622689656],[274072.16043174814],[0.0],[20178.30424629787],[-208993.44154885056]
