Hour,pr_e,pr_fre_u,pr_fre_d
0,48.58699743119164,2.7039157270969736,12.0
1,48.58699743119164,2.6917885123843805,12.0
2,48.58699743119164,2.6911499784796886,12.0
3,48.58699743119164,2.7062931913659405,12.0
4,48.58699743119164,2.7191489893678,12.0
5,48.58699743119164,2.9155797970795803,12.0
6,48.58699743119164,2.6874675691847014,0.0009785922106222782
7,48.58699743119164,2.6594677462018343,12.0
8,48.58699743119164,2.6616694532098832,0.0009962192295314939
9,48.58699743119164,2.6613408089912403,12.0
10,48.58699743119164,2.6616694532098832,12.0
11,48.58699743119164,2.6917885123843805,12.0
12,48.58699743119164,2.727942877453496,12.0
13,48.58699743119164,3.1396618216474037,12.0
14,57.557345299164254,5.308734529916426,12.0
15,59.30934319913884,5.308734529916426,12.0
16,65.9553137722021,5.308734529916426,12.0
17,66.19592949258082,5.308734529916426,12.0
18,66.96642270237626,5.308734529916426,12.0
19,66.96642270237626,5.308734529916426,12.0
20,66.96642270237626,3.437718236720343,12.0
21,66.96642270237626,3.4058970666502852,12.0
22,67.08531985268733,5.308734529916426,12.0
23,67.08531985268733,5.308734529916426,12.0
