DemandCost,GenerationRevenue,RegUpRev,RegDownRev,RevenueTotal
[258897.1358783103],[261722.98878092843],[0.0],[13787.834406372087],[16613.687308990222]
[307384.7818978367],[302278.0133572737],[0.0],[14567.742000000002],[9460.973459437024]
[348243.75665284175],[308849.540248006],[0.0],[15817.494],[-23576.722404835746]
[354700.57749957615],[358500.72469651914],[0.0],[16004.276054544604],[19804.423251487606]
[358133.87612443144],[319918.56713501393],[0.0],[15722.015054544605],[-22493.293934872898]
[687490.5789740786],[673255.9614538376],[0.0],[15330.032406372087],[1095.4148861310678]
[151008.60176265604],[135069.48050162062],[0.0],[13418.685000000001],[-2520.4362610354146]
[148387.3036263435],[88582.8243518979],[0.0],[11851.4104454027],[-47953.068829042895]
[158541.82973245042],[97376.53649919647],[0.0],[12931.044000000002],[-48234.24923325394]
[150790.9485567967],[134050.27670056914],[0.0],[12635.812039030614],[-4104.859817196964]
[304424.8512264646],[327597.6679937951],[0.0],[12897.442460916689],[36070.25922824722]
[293338.55890659895],[335657.4486842136],[0.0],[14025.908054544607],[56344.79783215927]
[319410.0312975697],[313215.40578819957],[0.0],[14954.906054544603],[8760.280545174493]
[291977.21915659984],[348663.29476968583],[0.0],[14119.4734454027],[70805.54905848869]
[173979.66427330856],[134124.65106424462],[0.0],[12694.322406372088],[-27160.690802691854]
[177629.52340938605],[115786.44170365379],[0.0],[13011.4924454027],[-48831.58926032955]
[155212.87420148947],[125793.36988328362],[0.0],[12048.225000000002],[-17371.279318205838]
[154220.73667470165],[103278.61198010812],[0.0],[12679.870039030613],[-38262.25465556291]
[152680.70066786744],[134023.56079716992],[0.0],[12328.071000000002],[-6329.06887069752]
[232074.0024296749],[232135.7999982533],[0.0],[12418.91546091669],[12480.713029495091]
