"","INTERVALSTARTTIME_GMT","INTERVALENDTIME_GMT","SLRS_TYPE","OPR_DT","OPR_HR","OPR_INTERVAL","MARKET_RUN_ID","TAC_ZONE_NAME","SCHEDULE","XML_DATA_ITEM","POS","MW","GROUP"
"1","2019-09-23T08:35:00-00:00","2019-09-23T08:40:00-00:00","ALL","2019-09-23",2,8,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,17474.32,1
"2","2019-09-23T08:50:00-00:00","2019-09-23T08:55:00-00:00","ALL","2019-09-23",2,11,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,17248.27,1
"3","2019-09-23T08:55:00-00:00","2019-09-23T09:00:00-00:00","ALL","2019-09-23",2,12,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,17149.27,1
"4","2019-09-23T09:50:00-00:00","2019-09-23T09:55:00-00:00","ALL","2019-09-23",3,11,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,16793.1,1
"5","2019-09-23T10:10:00-00:00","2019-09-23T10:15:00-00:00","ALL","2019-09-23",4,3,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,16821.49,1
"6","2019-09-23T10:15:00-00:00","2019-09-23T10:20:00-00:00","ALL","2019-09-23",4,4,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,16893.3,1
"7","2019-09-23T10:45:00-00:00","2019-09-23T10:50:00-00:00","ALL","2019-09-23",4,10,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,16832.21,1
"8","2019-09-23T11:10:00-00:00","2019-09-23T11:15:00-00:00","ALL","2019-09-23",5,3,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,16993.26,1
"9","2019-09-23T11:25:00-00:00","2019-09-23T11:30:00-00:00","ALL","2019-09-23",5,6,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,16790.03,1
"10","2019-09-23T12:40:00-00:00","2019-09-23T12:45:00-00:00","ALL","2019-09-23",6,9,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,17257.14,1
"11","2019-09-23T13:20:00-00:00","2019-09-23T13:25:00-00:00","ALL","2019-09-23",7,5,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,18615.46,1
"12","2019-09-23T16:50:00-00:00","2019-09-23T16:55:00-00:00","ALL","2019-09-23",10,11,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,17450.04,1
"13","2019-09-23T17:30:00-00:00","2019-09-23T17:35:00-00:00","ALL","2019-09-23",11,7,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,18786.29,1
"14","2019-09-23T18:15:00-00:00","2019-09-23T18:20:00-00:00","ALL","2019-09-23",12,4,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,18806.88,1
"15","2019-09-23T19:35:00-00:00","2019-09-23T19:40:00-00:00","ALL","2019-09-23",13,8,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,18868.55,1
"16","2019-09-23T19:40:00-00:00","2019-09-23T19:45:00-00:00","ALL","2019-09-23",13,9,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,18890.31,1
"17","2019-09-23T20:00:00-00:00","2019-09-23T20:05:00-00:00","ALL","2019-09-23",14,1,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,19394.4,1
"18","2019-09-23T21:00:00-00:00","2019-09-23T21:05:00-00:00","ALL","2019-09-23",15,1,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,19830.74,1
"19","2019-09-23T21:05:00-00:00","2019-09-23T21:10:00-00:00","ALL","2019-09-23",15,2,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,19990,1
"20","2019-09-23T22:25:00-00:00","2019-09-23T22:30:00-00:00","ALL","2019-09-23",16,6,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,20031.68,1
"21","2019-09-23T22:55:00-00:00","2019-09-23T23:00:00-00:00","ALL","2019-09-23",16,12,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,20786.57,1
"22","2019-09-23T23:15:00-00:00","2019-09-23T23:20:00-00:00","ALL","2019-09-23",17,4,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,21508.43,1
"23","2019-09-24T01:10:00-00:00","2019-09-24T01:15:00-00:00","ALL","2019-09-23",19,3,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,22349.55,1
"24","2019-09-24T02:25:00-00:00","2019-09-24T02:30:00-00:00","ALL","2019-09-23",20,6,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,21435.73,1
"25","2019-09-24T02:50:00-00:00","2019-09-24T02:55:00-00:00","ALL","2019-09-23",20,11,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,21181.69,1
"26","2019-09-24T04:25:00-00:00","2019-09-24T04:30:00-00:00","ALL","2019-09-23",22,6,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,20019.02,1
"27","2019-09-24T04:30:00-00:00","2019-09-24T04:35:00-00:00","ALL","2019-09-23",22,7,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,20064.9,1
"28","2019-09-24T05:40:00-00:00","2019-09-24T05:45:00-00:00","ALL","2019-09-23",23,9,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,19298.73,1
"29","2019-09-24T06:15:00-00:00","2019-09-24T06:20:00-00:00","ALL","2019-09-23",24,4,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,17753.37,1
"30","2019-09-23T08:10:00-00:00","2019-09-23T08:15:00-00:00","ALL","2019-09-23",2,3,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,17551.49,1
"31","2019-09-23T08:25:00-00:00","2019-09-23T08:30:00-00:00","ALL","2019-09-23",2,6,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,17524.19,1
"32","2019-09-23T10:20:00-00:00","2019-09-23T10:25:00-00:00","ALL","2019-09-23",4,5,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,16875.12,1
"33","2019-09-23T11:35:00-00:00","2019-09-23T11:40:00-00:00","ALL","2019-09-23",5,8,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,16588.17,1
"34","2019-09-23T11:55:00-00:00","2019-09-23T12:00:00-00:00","ALL","2019-09-23",5,12,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,16800.03,1
"35","2019-09-23T12:45:00-00:00","2019-09-23T12:50:00-00:00","ALL","2019-09-23",6,10,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,17520.63,1
"36","2019-09-23T12:55:00-00:00","2019-09-23T13:00:00-00:00","ALL","2019-09-23",6,12,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,17901.88,1
"37","2019-09-23T13:50:00-00:00","2019-09-23T13:55:00-00:00","ALL","2019-09-23",7,11,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,18816.17,1
"38","2019-09-23T14:25:00-00:00","2019-09-23T14:30:00-00:00","ALL","2019-09-23",8,6,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,19348.4,1
"39","2019-09-23T15:25:00-00:00","2019-09-23T15:30:00-00:00","ALL","2019-09-23",9,6,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,17831.72,1
"40","2019-09-23T15:45:00-00:00","2019-09-23T15:50:00-00:00","ALL","2019-09-23",9,10,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,18031.16,1
"41","2019-09-23T16:20:00-00:00","2019-09-23T16:25:00-00:00","ALL","2019-09-23",10,5,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,18226.22,1
"42","2019-09-23T16:25:00-00:00","2019-09-23T16:30:00-00:00","ALL","2019-09-23",10,6,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,18151.55,1
"43","2019-09-23T16:45:00-00:00","2019-09-23T16:50:00-00:00","ALL","2019-09-23",10,10,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,17538.42,1
"44","2019-09-23T17:05:00-00:00","2019-09-23T17:10:00-00:00","ALL","2019-09-23",11,2,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,18725.49,1
"45","2019-09-23T17:10:00-00:00","2019-09-23T17:15:00-00:00","ALL","2019-09-23",11,3,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,18726.11,1
"46","2019-09-23T17:25:00-00:00","2019-09-23T17:30:00-00:00","ALL","2019-09-23",11,6,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,18394.81,1
"47","2019-09-23T18:20:00-00:00","2019-09-23T18:25:00-00:00","ALL","2019-09-23",12,5,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,18894.78,1
"48","2019-09-23T19:15:00-00:00","2019-09-23T19:20:00-00:00","ALL","2019-09-23",13,4,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,18300.64,1
"49","2019-09-24T00:15:00-00:00","2019-09-24T00:20:00-00:00","ALL","2019-09-23",18,4,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,22018.17,1
"50","2019-09-24T00:20:00-00:00","2019-09-24T00:25:00-00:00","ALL","2019-09-23",18,5,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,22432.99,1
