"","INTERVALSTARTTIME_GMT","INTERVALENDTIME_GMT","SLRS_TYPE","OPR_DT","OPR_HR","OPR_INTERVAL","MARKET_RUN_ID","TAC_ZONE_NAME","SCHEDULE","XML_DATA_ITEM","POS","MW","GROUP"
"1","2019-09-29T08:05:00-00:00","2019-09-29T08:10:00-00:00","ALL","2019-09-29",2,2,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,17454.42,1
"2","2019-09-29T09:40:00-00:00","2019-09-29T09:45:00-00:00","ALL","2019-09-29",3,9,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,17901.18,1
"3","2019-09-29T10:05:00-00:00","2019-09-29T10:10:00-00:00","ALL","2019-09-29",4,2,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,18223.13,1
"4","2019-09-29T10:10:00-00:00","2019-09-29T10:15:00-00:00","ALL","2019-09-29",4,3,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,18240.61,1
"5","2019-09-29T10:25:00-00:00","2019-09-29T10:30:00-00:00","ALL","2019-09-29",4,6,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,18326.26,1
"6","2019-09-29T11:05:00-00:00","2019-09-29T11:10:00-00:00","ALL","2019-09-29",5,2,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,17912.58,1
"7","2019-09-29T11:25:00-00:00","2019-09-29T11:30:00-00:00","ALL","2019-09-29",5,6,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,18063.07,1
"8","2019-09-29T11:55:00-00:00","2019-09-29T12:00:00-00:00","ALL","2019-09-29",5,12,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,17515.34,1
"9","2019-09-29T12:10:00-00:00","2019-09-29T12:15:00-00:00","ALL","2019-09-29",6,3,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,17440.8,1
"10","2019-09-29T13:30:00-00:00","2019-09-29T13:35:00-00:00","ALL","2019-09-29",7,7,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,18617.08,1
"11","2019-09-29T13:45:00-00:00","2019-09-29T13:50:00-00:00","ALL","2019-09-29",7,10,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,18328.61,1
"12","2019-09-29T14:15:00-00:00","2019-09-29T14:20:00-00:00","ALL","2019-09-29",8,4,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,18298.69,1
