"","INTERVALSTARTTIME_GMT","INTERVALENDTIME_GMT","SLRS_TYPE","OPR_DT","OPR_HR","OPR_INTERVAL","MARKET_RUN_ID","TAC_ZONE_NAME","SCHEDULE","XML_DATA_ITEM","POS","MW","GROUP"
"1","2019-01-09T09:35:00-00:00","2019-01-09T09:40:00-00:00","ALL","2019-01-09",2,8,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,18850.12,1
"2","2019-01-09T10:05:00-00:00","2019-01-09T10:10:00-00:00","ALL","2019-01-09",3,2,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,18619.56,1
"3","2019-01-09T10:15:00-00:00","2019-01-09T10:20:00-00:00","ALL","2019-01-09",3,4,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,18573.6,1
"4","2019-01-09T10:40:00-00:00","2019-01-09T10:45:00-00:00","ALL","2019-01-09",3,9,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,18504.53,1
"5","2019-01-09T11:10:00-00:00","2019-01-09T11:15:00-00:00","ALL","2019-01-09",4,3,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,18840.17,1
"6","2019-01-09T11:15:00-00:00","2019-01-09T11:20:00-00:00","ALL","2019-01-09",4,4,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,18839.13,1
"7","2019-01-09T12:15:00-00:00","2019-01-09T12:20:00-00:00","ALL","2019-01-09",5,4,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,19781.37,1
"8","2019-01-09T12:50:00-00:00","2019-01-09T12:55:00-00:00","ALL","2019-01-09",5,11,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,20088.11,1
"9","2019-01-09T12:55:00-00:00","2019-01-09T13:00:00-00:00","ALL","2019-01-09",5,12,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,20037.25,1
"10","2019-01-09T13:35:00-00:00","2019-01-09T13:40:00-00:00","ALL","2019-01-09",6,8,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,20608.71,1
"11","2019-01-09T14:45:00-00:00","2019-01-09T14:50:00-00:00","ALL","2019-01-09",7,10,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,20134.9,1
"12","2019-01-09T16:30:00-00:00","2019-01-09T16:35:00-00:00","ALL","2019-01-09",9,7,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,19058.09,1
"13","2019-01-09T18:30:00-00:00","2019-01-09T18:35:00-00:00","ALL","2019-01-09",11,7,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,18450.93,1
"14","2019-01-09T18:50:00-00:00","2019-01-09T18:55:00-00:00","ALL","2019-01-09",11,11,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,18922.8,1
"15","2019-01-09T19:30:00-00:00","2019-01-09T19:35:00-00:00","ALL","2019-01-09",12,7,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,18551.06,1
"16","2019-01-09T21:00:00-00:00","2019-01-09T21:05:00-00:00","ALL","2019-01-09",14,1,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,18011.49,1
"17","2019-01-09T21:45:00-00:00","2019-01-09T21:50:00-00:00","ALL","2019-01-09",14,10,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,17786.75,1
"18","2019-01-09T22:05:00-00:00","2019-01-09T22:10:00-00:00","ALL","2019-01-09",15,2,"RTM","Caiso_Totals","Export","ISO_TOT_EXP_MW",1,19165.02,1
