Generator,Day,Hour,gen_capacity_veh,regup_capacity_veh,regdown_capacity_veh
vehicle,1,1,6690.800000000001,0.0,531.2592135660929
vehicle,1,2,6687.79,0.0,594.7338213553983
vehicle,1,3,6690.800000000001,0.0,515.2629718792901
vehicle,1,4,6690.800000000001,0.0,897.175805547187
vehicle,1,5,6605.66,0.0,6002.071252036835
vehicle,1,6,6477.09,0.0,7195.210637660332
vehicle,1,7,6243.289886889584,0.0,0.0
vehicle,1,8,5937.87,0.0,8915.716657379946
vehicle,1,9,4773.174744550975,0.0,0.0
vehicle,1,10,5228.5872570984975,0.0,5481.361365523917
vehicle,1,11,5409.389059185952,0.0,5220.549967770954
vehicle,1,12,5549.895997322593,0.0,5908.435077841039
vehicle,1,13,5880.997733336032,0.0,5892.402889972383
vehicle,1,14,5982.469373744965,0.0,5612.555119622912
vehicle,1,15,5770.565728918343,0.0,6835.515750245449
vehicle,1,16,5148.567408882326,0.0,8138.998103830024
vehicle,1,17,5235.229020805001,0.0,8838.040711835856
vehicle,1,18,6252.2,0.0,6533.752066669665
vehicle,1,19,6603.08,0.0,6249.296200097863
vehicle,1,20,6352.82,0.0,6262.920983466013
vehicle,1,21,6604.623163742362,0.0,5298.161620275791
vehicle,1,22,6480.9822247062375,0.0,6230.2853348664785
vehicle,1,23,6682.9401131104205,0.0,11356.681757538203
vehicle,1,24,6654.071870511688,0.0,31234.446530359328
