Hour,pr_e,pr_fre_u,pr_fre_d
0,32.40730072329399,2.660198171681784,10.0
1,32.40730072329399,2.5466437961516224,10.0
2,32.40730072329399,2.294995326293332,10.0
3,32.40730072329399,2.6595900715582688,10.0
4,32.40730072329399,2.6668512645484324,10.0
5,32.40730072329399,2.7029221818511573,10.0
6,32.40730072329399,2.7029221818511573,2.660198171681784
7,30.629221818511574,2.667376148505184,10.0
8,30.629221818511574,2.683143550476259,2.6613408089912403
9,30.629221818511574,2.660198171681784,10.0
10,30.629221818511574,2.5466437961516224,10.0
11,30.629221818511574,2.5466437961516224,10.0
12,30.629221818511574,2.5466437961516224,10.0
13,30.629221818511574,2.5466437961516224,10.0
14,30.629221818511574,2.6605399918372683,10.0
15,30.629221818511574,2.6660749703112274,10.0
16,30.629221818511574,2.6869030156860525,10.0
17,31.991202750104172,2.704443717493476,10.0
18,59.75677719245546,2.8391202750104174,10.0
19,59.75677719245546,2.8391202750104174,10.0
20,30.627376825255148,2.6917885123843805,10.0
21,30.627376825255148,2.6660749703112274,10.0
22,30.627376825255148,2.6613408089912403,10.0
23,30.627376825255148,2.6605399918372683,10.0
