Generator,Day,Hour,gen_capacity_veh,regup_capacity_veh,regdown_capacity_veh
vehicle,1,1,6568.68,0.0,390.54690060017174
vehicle,1,2,6568.68,0.0,309.1031920943298
vehicle,1,3,6568.68,0.0,365.7429268812685
vehicle,1,4,6568.68,0.0,432.63852565454005
vehicle,1,5,6550.62,0.0,5349.892633995724
vehicle,1,6,6376.47,0.0,3881.6701110538665
vehicle,1,7,6345.51,0.0,5139.851956529222
vehicle,1,8,5984.31,0.0,4506.87037317087
vehicle,1,9,6517.94,0.0,4753.477024783272
vehicle,1,10,6857.64,0.0,4970.620358355586
vehicle,1,11,6887.31,0.0,5681.414901049878
vehicle,1,12,6673.17,0.0,6291.150308530419
vehicle,1,13,6837.387000000046,0.0,7034.947484977851
vehicle,1,14,6747.56,0.0,6898.176890353377
vehicle,1,15,6857.21,0.0,7961.485420154498
vehicle,1,16,6480.96,0.0,7524.449177785329
vehicle,1,17,6554.49,0.0,7063.543950847362
vehicle,1,18,6203.18,0.0,6791.937827189381
vehicle,1,19,6502.03,0.0,7436.204338729955
vehicle,1,20,6281.87,0.0,5447.866692001498
vehicle,1,21,6583.3,0.0,6413.534170240672
vehicle,1,22,6390.999163742361,0.0,6264.447548954237
vehicle,1,23,6521.810000000001,0.0,9769.573531864467
vehicle,1,24,6508.939000882168,0.0,39518.1953319242
